project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
N24001531,UPGRADATION AND REHABILITATION TO TWO LANE WITH PAVED SHOULDER OF BARMER GHAGARIYA SECTION FROM KM 0,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2024-08,,,304.87,,289.31,2024-08,,,08/2024,,,304.87,,289.31,August_Part-2(List_of_tables).pdf,9,6,13,pdfplumber-table3-v1
N24001560,SANGARIYA (NEAR CHAUTALA)-RASISAR (NEAR BIKANER) (PHASE-I) (AJ/SR-PACKAGE-2),NHAI,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2023-10,,,755.16,,755.16,2024-08,,,10/2023,,,755.16,,755.16,August_Part-2(List_of_tables).pdf,9,7,14,pdfplumber-table3-v1
N24001562,SANGARIYA (NEAR CHAUTALA)-RASISAR (NEAR BIKANER) (PHASE-I) (AJ/SR-PACKAGE-1),NHAI,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2023-10,,,738.9,,738.9,2024-08,,,10/2023,,,738.90,,738.90,August_Part-2(List_of_tables).pdf,10,1,15,pdfplumber-table3-v1
N24001572,DELHI-VADODARA GREENFIELD ALIGNMENT (NH- 148N) (PKG-16) (CH. 427.300 TO CH.452.420) [MAJOR BRIDGE OVE,NHAI,,ROAD TRANSPORT AND HIGHWAYS,RAJASTHAN,,,2023-01,,,952.57,,952.57,2024-08,,,01/2023,,,952.57,,952.57,August_Part-2(List_of_tables).pdf,10,2,16,pdfplumber-table3-v1
N16000401,DEVANGONTHI MARKETING TERMINAL,MANGALORE REFIN,,PETROLEUM,KARNATAKA,,,,,,200.0,,255.87,2024-09,,,6/1/2023,,,200.00,,255.87,September_Part-2(List_of_tables).pdf,8,2,1,pdfplumber-table3-v1
N18000300,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,,POWER,RAJASTHAN,,,,,,1184.88,,846.92,2024-09,,,9/1/2022,,,"1,184.88",,846.92,September_Part-2(List_of_tables).pdf,8,4,2,pdfplumber-table3-v1
N18000305,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,,POWER,RAJASTHAN,,,,,,713.82,,671.59,2024-09,,,12/1/2022,,,713.82,,671.59,September_Part-2(List_of_tables).pdf,8,5,3,pdfplumber-table3-v1
N24001690,CHALLAKERE TO HARIYUR SECTION FROM KM 358.500 TO KM 414.205 OF NH150 A,NHAI,,ROAD TRANSPORT AND HIGHWAYS,KARNATAKA,,,,,,1167.52,,946.42,2024-09,,,1/1/2023,,,"1,167.52",,946.42,September_Part-2(List_of_tables).pdf,8,7,4,pdfplumber-table3-v1
N24001763,4L OF HARDA - BETUL (PKG-I) FROM KM.0 TO KM.30 [HARDA - TEMAGAON],NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,,,,774.16,,463.85,2024-09,,,9/1/2023,,,774.16,,463.85,September_Part-2(List_of_tables).pdf,8,8,5,pdfplumber-table3-v1
N24001764,4L OF HARDA - BETUL (PKG-III) FROM KM. 81.00 TO KM.121.248 [CHICHOLI - BETUL],NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,,,,814.04,,468.94,2024-09,,,9/1/2023,,,814.04,,468.94,September_Part-2(List_of_tables).pdf,8,9,6,pdfplumber-table3-v1
N24001918,UPGRADATION OF NH 930 JHALMALA TO SHERPER FROM NH KM 30.600 TO KM 67.800 TO TWOFOUR LANE WITH PAVED,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,CHHATTISGARH,,,,,,222.86,,168.98,2024-09,,,8/1/2023,,,222.86,,168.98,September_Part-2(List_of_tables).pdf,8,10,7,pdfplumber-table3-v1
N24001212,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM BANI VILLAGE TO BARDAWADI V,NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,,,,656.98,,1058.34,2024-09,,,11/1/2022,,,656.98,,"1,058.34",September_Part-2(List_of_tables).pdf,8,11,8,pdfplumber-table3-v1
N24001214,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY CARRIAGEWAY FROM RAJASTHAN/MP BORDER TO JODM,NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,,,,217.96,,2298.0,2024-09,,,12/1/2022,,,217.96,,"2,298.00",September_Part-2(List_of_tables).pdf,9,1,9,pdfplumber-table3-v1
N24001218,REHABILITATION AND UPGRADATION OF NH 111 FROM KM 163.400 TO 215.800 SHIVNAGAR TO AMBIKAPUR SECTION,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,CHHATTISGARH,,,,,,335.32,,345.52,2024-09,,,6/1/2017,,,335.32,,345.52,September_Part-2(List_of_tables).pdf,9,2,10,pdfplumber-table3-v1
N24001219,REHABILITATION AND UPGRADATION OF NH 200 FROM KM 178.944 TO 241.553 BANARI VILLAGE TO MASANIA KALA V,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,CHHATTISGARH,,,,,,476.2,,502.91,2024-09,,,9/1/2016,,,476.20,,502.91,September_Part-2(List_of_tables).pdf,9,3,11,pdfplumber-table3-v1
N24001283,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH-06 (PKG-IV),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,MIZORAM,,,,,,281.78,,237.91,2024-09,,,7/1/2022,,,281.78,,237.91,September_Part-2(List_of_tables).pdf,9,4,12,pdfplumber-table3-v1
N24001351,MARIAM - PEREN PKG-2B,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,MANIPUR,,,,,,232.26,,156.93,2024-09,,,12/1/2022,,,232.26,,156.93,September_Part-2(List_of_tables).pdf,9,5,13,pdfplumber-table3-v1
N06000083,CHURI BENTI UG (0.81 MTY),CCL,,COAL,JHARKHAND,,,2011-03,,,163.51,,133.35,2024-10,,,03/2011,,,163.51,,133.35,October.pdf,12,2,1,pdfplumber-table3-v1
N16000482,CONSTRUCTION OF TWO PRODUCED WATER TREATMENT PLANTS (PWTP) AT BECHARAJI AND SOBHASAN INSTALLATION OF,ONGC,,PETROLEUM,GUJARAT,,,2024-07,,,320.2,,176.01,2024-10,,,07/2024,,,320.20,,176.01,October.pdf,12,4,2,pdfplumber-table3-v1
N18000342,OMKARESHWAR FLOATING SOLAR POWER PROJECT (90 MW),SJVN,,POWER,MADHYA PRADESH,,,2024-04,,,646.17,,600.77,2024-10,,,04/2024,,,646.17,,600.77,October.pdf,12,6,3,pdfplumber-table3-v1
220100240,"JAYANAGAR-DARBHANGA-NARKATIA GANJ(GC),ECR",ECR,,RAILWAYS,BIHAR,,,2012-03,,,324.73,,1236.97,2024-10,,,03/2012,,,324.73,,"1,236.97",October.pdf,12,8,4,pdfplumber-table3-v1
220100184,"DAUSA-GANGAPUR CITY(NL),NWR",NWR,,RAILWAYS,RAJASTHAN,,,2019-02,,,410.08,,1060.42,2024-10,,,02/2019,,,410.08,,"1,060.42",October.pdf,12,9,5,pdfplumber-table3-v1
N22000123,BHUJ-NALIYA(GC) WITH EXTENSION FROM NALIYA TO VAYOR (WR),WR,,RAILWAYS,GUJARAT,,,2012-03,,,318.24,,1317.64,2024-10,,,03/2012,,,318.24,,"1,317.64",October.pdf,12,10,6,pdfplumber-table3-v1
N22000326,PHULERA - DIGANA DOUBLING,NWR,,RAILWAYS,MULTI STATE,,,2020-03,,,600.0,,765.54,2024-10,,,03/2020,,,600.00,,765.54,October.pdf,12,11,7,pdfplumber-table3-v1
N22000180,SAKRI-NIRMALI AND JHANJHARPUR- LAUKAHABAZAR AND SAHARSA-FORBESGANJ (GC),ECR,,RAILWAYS,BIHAR,,,,,,372.14,,2538.48,2024-10,,,N.A.,,,372.14,,"2,538.48",October.pdf,12,12,8,pdfplumber-table3-v1
N22000195,AGARTALA-AKHAURA NL,NFR,,RAILWAYS,TRIPURA,,,2020-03,,,569.63,,380.92,2024-10,,,03/2020,,,569.63,,380.92,October.pdf,12,13,9,pdfplumber-table3-v1
N22000079,MAYLADUTHURAI-THIRUVARUR-KARAIKUDI-THIRU 'PONDI'-AGASTIYAMPALLI,SR,,RAILWAYS,TAMIL NADU,,,2019-02,,,724.69,,1931.12,2024-10,,,02/2019,,,724.69,,"1,931.12",October.pdf,13,1,10,pdfplumber-table3-v1
N22000549,KALOL-KADI-KATOSAN ROAD (37.23 KM),WR,,RAILWAYS,GUJARAT,,,2027-06,,,279.23,,397.87,2024-10,,,06/2027,,,279.23,,397.87,October.pdf,13,2,11,pdfplumber-table3-v1
N22000552,POWARKHEDA - JUJHARPUR - SINGLE LINE FLYOVER IN UP DIRECTION (15.89 KM),WCR,,RAILWAYS,MADHYA PRADESH,,,2024-03,,,199.63,,150.0,2024-10,,,03/2024,,,199.63,,150.00,October.pdf,13,3,12,pdfplumber-table3-v1
N22000567,Chinnasalem-Kallakurichi New Line (MM of cuddalore- Salem 191 KM),SR,,RAILWAYS,TAMIL NADU,,,2025-03,,,417.5,,184.32,2024-10,,,03/2025,,,417.50,,184.32,October.pdf,13,4,13,pdfplumber-table3-v1
N22000578,BARABANKI AKBARPUR DOUBLING,NR,,RAILWAYS,UTTAR PRADESH,,,2025-03,,,1200.0,,1650.0,2024-10,,,03/2025,,,"1,200.00",,"1,650.00",October.pdf,13,5,14,pdfplumber-table3-v1
N22000582,JAUNPUR AKBARPUR (TANDA) DOUBLING,NR,,RAILWAYS,UTTAR PRADESH,,,2025-03,,,515.5,,670.0,2024-10,,,03/2025,,,515.50,,670.00,October.pdf,13,6,15,pdfplumber-table3-v1
N22000597,RAJPURA-BHATINDA (172.64 KM),MEGA,,RAILWAYS,PUNJAB,,,2024-03,,,1775.73,,1750.0,2024-10,,,03/2024,,,"1,775.73",,"1,750.00",October.pdf,13,7,16,pdfplumber-table3-v1
N22000623,NATHDWARA-NEW NATHDWARA NEW LINE ( MM OF AJMER-CHITTAURGARH-UDAIPUR),WR,,RAILWAYS,GUJARAT,,,2025-06,,,166.33,,55.81,2024-10,,,06/2025,,,166.33,,55.81,October.pdf,13,8,17,pdfplumber-table3-v1
N22000415,KATNI-BINA 3RD LINE (263 KM),WCR,,RAILWAYS,MADHYA PRADESH,,,2022-03,,,2478.23,,1279.35,2024-10,,,03/2022,,,"2,478.23",,"1,279.35",October.pdf,13,9,18,pdfplumber-table3-v1
N22000432,MANMAD-PARBHANI-NANDED-SECUNDERABAD- GADWAL-DHONE- GUNTAKAL - TRAIN COLLISION AVOIDANCE SYSTEM (958 K,SCR,,RAILWAYS,TELANGANA,,,2022-03,,,119.73,,54.15,2024-10,,,03/2022,,,119.73,,54.15,October.pdf,13,10,19,pdfplumber-table3-v1
N24000854,4-LANING OF LOHA - WARANGA SECTION OF NH- 361 FROM KM. 187.800 TO KM. 244.369 (DESIGN LENGTH 56.569 K,NHAI,,ROAD TRANSPORT AND HIGHWAYS,JHARKHAND,,,2021-03,,,1005.08,,699.05,2024-10,,,03/2021,,,"1,005.08",,699.05,October.pdf,14,2,20,pdfplumber-table3-v1
N24000903,IMPROVEMENT/WIDENING TO 2-LANE WITH EARTHEN SHOULDERS FROM RANIKOR TO NONGJRI EXISTING CHAINAGE FROM,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,MEGHALAYA,,,2022-03,,,306.28,,233.49,2024-10,,,03/2022,,,306.28,,233.49,October.pdf,14,3,21,pdfplumber-table3-v1
N24000928,FOUR LANING OF 5.122 KM OF NH9(NEW NH 65) FROM KM 269.900(DESIGN CH0.0) TO KM 275/622(DESIGN CH 5.12,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2015-12,,,333.21,,342.71,2024-10,,,12/2015,,,333.21,,342.71,October.pdf,14,4,22,pdfplumber-table3-v1
N24000929,REHABILITATION AND UPGRADATION OF NH219(NEW NH42) FROM KM 244.930 TO 299.775 (MADANAPALLI PUNGANURU,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2017-02,,,372.68,,274.76,2024-10,,,02/2017,,,372.68,,274.76,October.pdf,14,5,23,pdfplumber-table3-v1
N24000932,REHABILITATION AND UPGRADATION OF NH-340 FROM KM 0/0 TO KM 60/380 (DESIGN CH. 0/000 TO 60/025 EXCLUD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2017-08,,,319.28,,245.55,2024-10,,,08/2017,,,319.28,,245.55,October.pdf,14,6,24,pdfplumber-table3-v1
N24000963,REHABILITATION AND UPGRADATION OF NH565 FROM EXISTING KM 361.330(DORNALA T JUNCTION) TO KM 420.800(P,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2018-08,,,418.03,,370.55,2024-10,,,08/2018,,,418.03,,370.55,October.pdf,14,7,25,pdfplumber-table3-v1
N24001026,WAKAN PALI KHOPOLI,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-05,,,376.19,,118.74,2024-10,,,05/2019,,,376.19,,118.74,October.pdf,14,8,26,pdfplumber-table3-v1
N24001029,AHMADPUR TO PIMPLA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-08,,,422.38,,269.59,2024-10,,,08/2019,,,422.38,,269.59,October.pdf,14,9,27,pdfplumber-table3-v1
N24001030,PIMPLA TO MANJARSUMBHA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-08,,,595.77,,357.73,2024-10,,,08/2019,,,595.77,,357.73,October.pdf,15,1,28,pdfplumber-table3-v1
N24001035,MANSAR TO SALAIKHURD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-12,,,418.36,,263.13,2024-10,,,12/2019,,,418.36,,263.13,October.pdf,15,2,29,pdfplumber-table3-v1
N24001040,JAHIRABAD TO LATUR,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-11,,,461.96,,329.59,2024-10,,,11/2019,,,461.96,,329.59,October.pdf,15,3,30,pdfplumber-table3-v1
N24001041,SHIROD SHAHPURER TO NANDED,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-07,,,211.34,,136.33,2024-10,,,07/2019,,,211.34,,136.33,October.pdf,15,4,31,pdfplumber-table3-v1
N24001042,SALAIKHURD TO TIRORA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-12,,,415.25,,274.02,2024-10,,,12/2019,,,415.25,,274.02,October.pdf,15,5,32,pdfplumber-table3-v1
N24001043,NILAJPHATA TO BHANDARA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2020-05,,,420.63,,219.4,2024-10,,,05/2020,,,420.63,,219.40,October.pdf,15,6,33,pdfplumber-table3-v1
N24001048,MEHKAR TO AJISPUR,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-07,,,232.77,,151.6,2024-10,,,07/2019,,,232.77,,151.60,October.pdf,15,7,34,pdfplumber-table3-v1
N24001061,CHIKALI TO DHAD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-12,,,189.46,,133.07,2024-10,,,12/2019,,,189.46,,133.07,October.pdf,15,8,35,pdfplumber-table3-v1
N24001062,DHAD BHOKARDAN TO BHOKARDHAN SILLOD,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-12,,,336.21,,236.11,2024-10,,,12/2019,,,336.21,,236.11,October.pdf,15,9,36,pdfplumber-table3-v1
N24001065,PARBHANI TO GANGKHED,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-12,,,238.19,,194.54,2024-10,,,12/2019,,,238.19,,194.54,October.pdf,15,10,37,pdfplumber-table3-v1
N24001073,KOTHARI TO DHANORA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2020-08,,,301.38,,240.32,2024-10,,,08/2020,,,301.38,,240.32,October.pdf,15,11,38,pdfplumber-table3-v1
N24001075,OSMANNAGAR TO KUNDRAL,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2020-08,,,344.25,,194.72,2024-10,,,08/2020,,,344.25,,194.72,October.pdf,15,12,39,pdfplumber-table3-v1
N24001105,CHIMUR TO WARORA,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-03,,,467.7,,235.04,2024-10,,,03/2019,,,467.70,,235.04,October.pdf,16,1,40,pdfplumber-table3-v1
N24001113,BARASGAON TO RAHATEE,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2018-09,,,289.11,,232.56,2024-10,,,09/2018,,,289.11,,232.56,October.pdf,16,2,41,pdfplumber-table3-v1
N24001126,FARDAPUR TO JALGAON,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2019-06,,,456.45,,427.43,2024-10,,,06/2019,,,456.45,,427.43,October.pdf,16,3,42,pdfplumber-table3-v1
N24001150,WARDHA TO ARVI,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2020-04,,,313.58,,230.41,2024-10,,,04/2020,,,313.58,,230.41,October.pdf,16,4,43,pdfplumber-table3-v1
N24001280,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE I),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,NAGALAND,,,2022-06,,,320.97,,182.21,2024-10,,,06/2022,,,320.97,,182.21,October.pdf,16,5,44,pdfplumber-table3-v1
N24001284,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE III),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,NAGALAND,,,2022-06,,,361.53,,200.22,2024-10,,,06/2022,,,361.53,,200.22,October.pdf,16,6,45,pdfplumber-table3-v1
N24001357,DULTE- KWALKULH - CHAMPAI PKG.3,NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,MIZORAM,,,2023-06,,,674.71,,589.25,2024-10,,,06/2023,,,674.71,,589.25,October.pdf,16,7,46,pdfplumber-table3-v1
N24001392,JORAM ? KOLORIANG ROAD FROM EXISTING KM104.850 TO KM 122.60 (PKG-6),NHIDCL,,ROAD TRANSPORT AND HIGHWAYS,ARUNACHAL PRADESH,,,2022-04,,,199.03,,102.85,2024-10,,,04/2022,,,199.03,,102.85,October.pdf,16,8,47,pdfplumber-table3-v1
N24001414,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-VI) FROM JUNCTION WITH PATIALA-SAMANA- PATRAN ROAD (SH-1,NHAI,,ROAD TRANSPORT AND HIGHWAYS,PUNJAB,,,2024-01,,,733.0,,868.44,2024-10,,,01/2024,,,733.00,,868.44,October.pdf,16,9,48,pdfplumber-table3-v1
N24001458,MOPA AIRPORT,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,GOA,,,2022-04,,,1183.16,,1106.3,2024-10,,,04/2022,,,"1,183.16",,"1,106.30",October.pdf,16,10,49,pdfplumber-table3-v1
N24001881,REHABLITATION AND UPGRADATION OF AMBOLI JUNCTION (DESIGN CH. 71+530) TO AJARA (DESIGN CH.100+835) SE,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2024-11,,,574.0,,574.0,2024-10,,,11/2024,,,574.00,,574.00,October.pdf,17,1,50,pdfplumber-table3-v1
N24001893,SHEWALI (SAKRI) - NANDURBAR,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,MAHARASHTRA,,,2024-04,,,232.59,,97.7,2024-10,,,04/2024,,,232.59,,97.70,October.pdf,17,2,51,pdfplumber-table3-v1
N24001784,CONSTRUCTION OF EIGHT LANE EXPRESSWAY STARTING AT CH. 47+000 NEAR KHANPUR GHATI AND ENDS AT HARYANA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,HARYANA,,,2021-09,,,1935.61,,856.41,2024-10,,,09/2021,,,"1,935.61",,856.41,October.pdf,17,3,52,pdfplumber-table3-v1
N24000444,CONSTRUCTION OF BRIDGE INCLUDING APPROACHES ACROSS RIVER ZUARI ON NH-17 (NH- 66) ON PANJIM-MANGALORE,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,GOA,,,,,,936.4,,770.9,2024-10,,,N.A.,,,936.40,,770.90,October.pdf,17,4,53,pdfplumber-table3-v1
N24000516,WIDENING TO 4/6/8 LANES OF EXISTING NH-17 FROM KM 522/615 (NEAR GMC) TO KM 530/850 JOINING NEW ZUIAR,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,GOA,,,,,,819.95,,504.65,2024-10,,,N.A.,,,819.95,,504.65,October.pdf,17,5,54,pdfplumber-table3-v1
N24000282,REHABILITATION AND UPGRADATION OF EXISTING NH-565 FROM KM.86.057 TO 133.922 OF NAGARJUNASAGAR DAM T,MoRTH,,ROAD TRANSPORT AND HIGHWAYS,ANDHRA PRADESH,,,2014-11,,,195.45,,294.47,2024-10,,,11/2014,,,195.45,,294.47,October.pdf,17,6,55,pdfplumber-table3-v1
N24001514,"FOUR LANING OF EXISTING 2 LANE SECTION FROM MALOUT (DESIGN KM 44.500, EXISTING KM 80.200 OF NH-07) V",NHAI,,ROAD TRANSPORT AND HIGHWAYS,PUNJAB,,,2024-01,,,1060.29,,975.55,2024-10,,,01/2024,,,"1,060.29",,975.55,October.pdf,17,7,56,pdfplumber-table3-v1
N24001549,SHRIRAMPUR (KM. 0.000) TO KOCHUGAON (KM. 30.000) OF BIJNI TO ASSAM./WEST BENGAL BORDER SECTION OF NH,NHAI,,ROAD TRANSPORT AND HIGHWAYS,ASSAM,,,2020-04,,,442.23,,647.3,2024-10,,,04/2020,,,442.23,,647.30,October.pdf,17,8,57,pdfplumber-table3-v1
N24001645,4L OF MALOUT-MANDI DABWALI SECTION PKG-01 DANEWALA AT KM 7.000 TO MANDI DABWALI AT KM 29.500 OF NH-0,NHAI,,ROAD TRANSPORT AND HIGHWAYS,PUNJAB,,,2023-06,,,366.85,,276.34,2024-10,,,06/2023,,,366.85,,276.34,October.pdf,18,1,58,pdfplumber-table3-v1
N24001672,SIX LANNING OF MANDI DABWALI (PUNJAB/HARYANA BORDER)- CHAUTALA ROAD SECTION FROM PROPOSED MANDI DABW,NHAI,,ROAD TRANSPORT AND HIGHWAYS,HARYANA,,,2024-01,,,864.27,,787.78,2024-10,,,01/2024,,,864.27,,787.78,October.pdf,18,2,59,pdfplumber-table3-v1
N24001685,CONSTRUCTION OF 4 LANE BANGALORE -CHENNAI EXPRESSWAY FROM KM 53.500 TO KM 71.000 SECTION OF NE-7 (BA,NHAI,,ROAD TRANSPORT AND HIGHWAYS,KARNATAKA,,,2024-01,,,1069.0,,840.4,2024-10,,,01/2024,,,"1,069.00",,840.40,October.pdf,18,3,60,pdfplumber-table3-v1
N24001688,CONSTRUCTION OF 4 LANE BANGALORE-CHENNAI EXPRESSWAY FROM KM 0.000 TO KM 26.400 NE- 7(ALONG WITH 0.700,NHAI,,ROAD TRANSPORT AND HIGHWAYS,KARNATAKA,,,2023-09,,,3184.0,,1165.0,2024-10,,,09/2023,,,"3,184.00",,"1,165.00",October.pdf,18,4,61,pdfplumber-table3-v1
N24001689,CONSTRUCTION OF 4 LANE BANGALORE - CHENNAI EXPRESSWAY FROM KM 26.400 TO KM 53.500 SECTION OF NE-7 (M,NHAI,,ROAD TRANSPORT AND HIGHWAYS,KARNATAKA,,,2023-09,,,1745.0,,1252.9,2024-10,,,09/2023,,,"1,745.00",,"1,252.90",October.pdf,18,5,62,pdfplumber-table3-v1
N16000253,ENNORE THIRUVALLUR BENGALURU PUDUCHERRY NAGAPATTINAM MADURAITUTICORIN GAS PIPELINE,IOCL,,PETROLEUM,TAMIL NADU,,,,,,4497.0,,5519.37,2024-11,,,12/1/2018,,,"4,497.00",,"5,519.37",November.pdf,12,2,1,pdfplumber-table3-v1
N24000827,FOUR LANING OF MADURAI- CHETTIKULAM SECTION OF NH-785 FROM MADURAI (KM 0/000) TO CHETTICULAM (7/300),NHAI,,ROAD TRANSPORT AND HIGHWAYS,TAMIL NADU,,,,,,628.71,,757.81,2024-11,,,11/1/2020,,,628.71,,757.81,November.pdf,12,4,2,pdfplumber-table3-v1
N24001597,BALANCE WORK OF RANCHI-MAHULIA SECTION OF NH- 33 FROM KM 113.730 (VIKAS) TO KM 140.000 (RAMPUR) (PKG-,NHAI,,ROAD TRANSPORT AND HIGHWAYS,JHARKHAND,,,,,,466.55,,0.0,2024-11,,,12/1/2020,,,466.55,,0.00,November.pdf,12,5,3,pdfplumber-table3-v1
N24001706,4 LANING OF GALGALIA - BAHADURGANJ SECTION FROM KM 0.000 TO KM 49.000 (PACKAGE-I) OF NH-327E.,NHAI,,ROAD TRANSPORT AND HIGHWAYS,BIHAR,,,,,,1097.18,,518.04,2024-11,,,1/1/2024,,,"1,097.18",,518.04,November.pdf,12,6,4,pdfplumber-table3-v1
N24001707,4 LANING OF BAHADURGANJ ARARIA SECTION FROM KM 49.000 TO KM 94.000 (PACKAGE-II) OF NH-327E,NHAI,,ROAD TRANSPORT AND HIGHWAYS,BIHAR,,,,,,1143.46,,551.35,2024-11,,,1/1/2024,,,"1,143.46",,551.35,November.pdf,12,7,5,pdfplumber-table3-v1
N24001710,4 LANING FROM KM. 34.600 TO KM. 79.970 and 2LPS FROM KM. 79.970 TO KM. 82.000 OF NARENPUR - PURNEA S,NHAI,,ROAD TRANSPORT AND HIGHWAYS,BIHAR,,,,,,2334.68,,916.0,2024-11,,,3/1/2023,,,"2,334.68",,916.00,November.pdf,12,8,6,pdfplumber-table3-v1
N24001752,FOUR LANING OF BAL. WORKS OF BARASAT- KRISHNAGAR FROM KM.48.553 TO KM.115.272,NHAI,,ROAD TRANSPORT AND HIGHWAYS,WEST BENGAL,,,,,,2375.87,,2701.38,2024-11,,,2/1/2023,,,"2,375.87",,"2,701.38",November.pdf,12,9,7,pdfplumber-table3-v1
N24001769,DHANGAON - BORGAON SECTION (KM 81.000 TO KM 139.000) [INDORE - EDLABAD PKG IV],NHAI,,ROAD TRANSPORT AND HIGHWAYS,MADHYA PRADESH,,,,,,831.0,,1185.04,2024-11,,,8/1/2023,,,831.00,,"1,185.04",November.pdf,13,1,8,pdfplumber-table3-v1
N24001995,4L OF DUDHADHARI ELEVATED FLYOVER (MUZAFFARNAGAR ?HARIDWAR SECTION) FROM KM 356.450 TO KM 353.800 OF,NHAI,,ROAD TRANSPORT AND HIGHWAYS,UTTARAKHAND,,,,,,154.52,,158.26,2024-11,,,11/1/2023,,,154.52,,158.26,November.pdf,13,2,9,pdfplumber-table3-v1
N24002047,6L ACCESS CONTROLLED HIGHWAY FROM JN WITH JAITPUR PUSHTA ROAD TO JN WITH SECTOR 62/65 DIVIDING ROAD,NHAI,,ROAD TRANSPORT AND HIGHWAYS,HARYANA,,,,,,1328.07,,1087.16,2024-11,,,8/1/2023,,,"1,328.07",,"1,087.16",November.pdf,13,3,10,pdfplumber-table3-v1
