regime,candidate_model,threshold,precision,recall,f1,specificity,predicted_positives,predicted_positive_rate,total_rows
LEGACY,catboost_unweighted,0.84,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.85,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.86,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.87,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.88,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.89,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.9,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.91,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.92,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.93,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.94,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.95,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.96,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.97,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.98,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.99,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,1,,0,0,1,0,0,19005
LEGACY,catboost_balanced,0.01,0.0177398160315375,0.883928571428571,0.0347815903501581,0.119127966147089,16742,0.880926072086293,19005
LEGACY,catboost_balanced,0.02,0.0180835585117439,0.776785714285714,0.0353443022547227,0.240880604210188,14433,0.759431728492502,19005
LEGACY,catboost_balanced,0.03,0.0187080268628078,0.696428571428571,0.0364372469635628,0.34254646740586,12508,0.658142594054196,19005
LEGACY,catboost_balanced,0.04,0.0197290662787526,0.645833333333333,0.0382884869872078,0.422465049011731,10999,0.578742436201,19005
LEGACY,catboost_balanced,0.05,0.0193192272309108,0.5625,0.0373554699080937,0.48609995179174,9783,0.514759273875296,19005
LEGACY,catboost_balanced,0.06,0.0202318708797454,0.529761904761905,0.0389752572804905,0.538272001714071,8798,0.462930807682189,19005
LEGACY,catboost_balanced,0.07,0.0211933896808376,0.5,0.0406631973859373,0.584391236809685,7927,0.417100762957117,19005
LEGACY,catboost_balanced,0.08,0.0222160122956546,0.473214285714286,0.0424396103029494,0.625153998607317,7157,0.376585109181794,19005
LEGACY,catboost_balanced,0.09,0.0225656877897991,0.43452380952381,0.0429033205994711,0.661256628635706,6470,0.340436727177059,19005
LEGACY,catboost_balanced,0.1,0.0230313293818798,0.404761904761905,0.0435827591732094,0.690985055439499,5905,0.310707708497764,19005
LEGACY,catboost_balanced,0.11,0.0237918215613383,0.380952380952381,0.0447865640307908,0.718678022390058,5380,0.283083399105499,19005
LEGACY,catboost_balanced,0.12,0.0236734693877551,0.345238095238095,0.0443086325439267,0.743746317424608,4900,0.257826887661142,19005
LEGACY,catboost_balanced,0.13,0.0234061524743647,0.3125,0.0435503940273745,0.765332904815469,4486,0.236043146540384,19005
LEGACY,catboost_balanced,0.14,0.0242905242905243,0.300595238095238,0.0449488206497552,0.782687878300927,4158,0.21878453038674,19005
LEGACY,catboost_balanced,0.15,0.0244029075804777,0.279761904761905,0.0448901623686724,0.798703733461889,3852,0.202683504340963,19005
LEGACY,catboost_balanced,0.16,0.0253129346314325,0.270833333333333,0.0462986517425591,0.812309175638759,3595,0.189160747171797,19005
LEGACY,catboost_balanced,0.17,0.0256410256410256,0.25297619047619,0.0465625855929882,0.826985912475226,3315,0.174427782162589,19005
LEGACY,catboost_balanced,0.18,0.0262731106065521,0.241071428571429,0.0473822755191576,0.839198671594622,3083,0.162220468297816,19005
LEGACY,catboost_balanced,0.19,0.0267546907574705,0.229166666666667,0.0479153702551338,0.849965182923563,2878,0.151433833201789,19005
LEGACY,catboost_balanced,0.2,0.0279850746268657,0.223214285714286,0.0497347480106101,0.860463870587605,2680,0.141015522230992,19005
LEGACY,catboost_balanced,0.21,0.0276,0.205357142857143,0.0486600846262341,0.869784134126091,2500,0.131544330439358,19005
LEGACY,catboost_balanced,0.22,0.0280135823429542,0.196428571428571,0.0490341753343239,0.877336761476244,2356,0.123967377006051,19005
LEGACY,catboost_balanced,0.23,0.0280162675101672,0.18452380952381,0.0486465280502158,0.884782259360437,2213,0.11644304130492,19005
LEGACY,catboost_balanced,0.24,0.0282026768642447,0.175595238095238,0.0485996705107084,0.891102897852054,2092,0.110076295711655,19005
LEGACY,catboost_balanced,0.25,0.0297379032258065,0.175595238095238,0.0508620689655173,0.896887889013873,1984,0.104393580636675,19005
LEGACY,catboost_balanced,0.26,0.0304,0.169642857142857,0.0515603799185889,0.902619315442713,1875,0.0986582478295185,19005
LEGACY,catboost_balanced,0.27,0.0306122448979592,0.160714285714286,0.0514285714285714,0.908404306604532,1764,0.0928176795580111,19005
LEGACY,catboost_balanced,0.28,0.0313630880579011,0.154761904761905,0.0521564694082247,0.913975038834431,1658,0.0872401999473823,19005
LEGACY,catboost_balanced,0.29,0.0330999363462763,0.154761904761905,0.0545359202936549,0.918635170603675,1571,0.0826624572480926,19005
LEGACY,catboost_balanced,0.3,0.0331081081081081,0.145833333333333,0.0539647577092511,0.923348867105897,1480,0.0778742436201,19005
LEGACY,catboost_balanced,0.31,0.0349251603706344,0.145833333333333,0.0563542265669925,0.927473351545342,1403,0.0738226782425677,19005
LEGACY,catboost_balanced,0.32,0.0364464692482916,0.142857142857143,0.0580762250453721,0.932026353848626,1317,0.0692975532754538,19005
LEGACY,catboost_balanced,0.33,0.0362903225806452,0.133928571428571,0.0571065989847716,0.935990144089132,1240,0.0652459878979216,19005
LEGACY,catboost_balanced,0.34,0.0366581415174766,0.12797619047619,0.0569913850231942,0.939471851732819,1173,0.0617205998421468,19005
LEGACY,catboost_balanced,0.35,0.037037037037037,0.12202380952381,0.0568260568260568,0.942899994643527,1107,0.0582478295185477,19005
LEGACY,catboost_balanced,0.36,0.0394230769230769,0.12202380952381,0.059593023255814,0.946488831753174,1040,0.054722441462773,19005
LEGACY,catboost_balanced,0.37,0.0407747196738022,0.119047619047619,0.0607441154138193,0.949595586266002,981,0.0516179952644041,19005
LEGACY,catboost_balanced,0.38,0.0414012738853503,0.116071428571429,0.0610328638497653,0.951631046119235,942,0.0495659037095501,19005
LEGACY,catboost_balanced,0.39,0.0416197975253093,0.110119047619048,0.0604081632653061,0.954362847501205,889,0.0467771639042357,19005
LEGACY,catboost_balanced,0.4,0.0422039859320047,0.107142857142857,0.0605550883095038,0.956237613155498,853,0.044882925545909,19005
LEGACY,catboost_balanced,0.41,0.0435865504358655,0.104166666666667,0.0614574187884109,0.958862285071509,803,0.0422520389371218,19005
LEGACY,catboost_balanced,0.42,0.0461741424802111,0.104166666666667,0.0639853747714808,0.9612726980556,758,0.0398842409892134,19005
LEGACY,catboost_balanced,0.43,0.0441988950276243,0.0952380952380952,0.060377358490566,0.962933204777974,724,0.0380952380952381,19005
LEGACY,catboost_balanced,0.44,0.0466472303206997,0.0952380952380952,0.0626223091976517,0.964968664631207,686,0.0360957642725599,19005
LEGACY,catboost_balanced,0.45,0.0446841294298921,0.0863095238095238,0.0588832487309645,0.96678986555252,649,0.0341489081820574,19005
LEGACY,catboost_balanced,0.46,0.046474358974359,0.0863095238095238,0.0604166666666667,0.968128983877015,624,0.0328334648776638,19005
LEGACY,catboost_balanced,0.47,0.0472175379426644,0.0833333333333333,0.0602798708288482,0.96973592586641,593,0.0312023151802157,19005
LEGACY,catboost_balanced,0.48,0.0485611510791367,0.0803571428571429,0.0605381165919283,0.971664256253683,556,0.0292554590897132,19005
LEGACY,catboost_balanced,0.49,0.05,0.0773809523809524,0.0607476635514019,0.973539021907976,520,0.0273612207313865,19005
LEGACY,catboost_balanced,0.5,0.0522088353413655,0.0773809523809524,0.0623501199040767,0.974717446033531,498,0.0262036306235201,19005
LEGACY,catboost_balanced,0.51,0.0504201680672269,0.0714285714285714,0.0591133004926108,0.975788740693128,476,0.0250460405156538,19005
LEGACY,catboost_balanced,0.52,0.0539325842696629,0.0714285714285714,0.0614596670934699,0.977449247415502,445,0.0234148908182057,19005
LEGACY,catboost_balanced,0.53,0.0560747663551402,0.0714285714285714,0.06282722513089,0.978359847876158,428,0.0225203893712181,19005
LEGACY,catboost_balanced,0.54,0.0572139303482587,0.068452380952381,0.0623306233062331,0.979698966200653,402,0.0211523283346488,19005
LEGACY,catboost_balanced,0.55,0.0546875,0.0625,0.0583333333333333,0.98055600192833,384,0.0202052091554854,19005
LEGACY,catboost_balanced,0.56,0.0578512396694215,0.0625,0.0600858369098712,0.981680861320906,363,0.0191002367797948,19005
LEGACY,catboost_balanced,0.57,0.0584795321637427,0.0595238095238095,0.0589970501474926,0.982752155980502,342,0.0179952644041042,19005
LEGACY,catboost_balanced,0.58,0.058641975308642,0.056547619047619,0.0575757575757576,0.983662756441159,324,0.0170481452249408,19005
LEGACY,catboost_balanced,0.59,0.0580645161290323,0.0535714285714286,0.0557275541795666,0.984359097969897,310,0.0163114969744804,19005
LEGACY,catboost_balanced,0.6,0.0610169491525424,0.0535714285714286,0.0570522979397781,0.985162568964594,295,0.0155222309918443,19005
LEGACY,catboost_balanced,0.61,0.0640569395017794,0.0535714285714286,0.0583468395461912,0.985912475226311,281,0.0147855827413838,19005
LEGACY,catboost_balanced,0.62,0.0676691729323308,0.0535714285714286,0.0598006644518272,0.986715946221008,266,0.0139963167587477,19005
LEGACY,catboost_balanced,0.63,0.0677290836653386,0.0505952380952381,0.0579216354344123,0.987465852482725,251,0.0132070507761115,19005
LEGACY,catboost_balanced,0.64,0.0641025641025641,0.0446428571428571,0.0526315789473684,0.988269323477422,234,0.0123125493291239,19005
LEGACY,catboost_balanced,0.65,0.0630630630630631,0.0416666666666667,0.0501792114695341,0.9888585355402,222,0.011681136543015,19005
LEGACY,catboost_balanced,0.66,0.0648148148148148,0.0416666666666667,0.0507246376811594,0.989179923938079,216,0.0113654301499605,19005
LEGACY,catboost_balanced,0.67,0.0686274509803922,0.0416666666666667,0.0518518518518519,0.989822700733837,204,0.0107340173638516,19005
LEGACY,catboost_balanced,0.68,0.0677083333333333,0.0386904761904762,0.0492424242424242,0.990411912796615,192,0.0101026045777427,19005
LEGACY,catboost_balanced,0.69,0.0702702702702703,0.0386904761904762,0.0499040307101727,0.990786865927473,185,0.0097342804525125,19005
LEGACY,catboost_balanced,0.7,0.0697674418604651,0.0357142857142857,0.047244094488189,0.991429642723231,172,0.00905024993422784,19005
LEGACY,catboost_balanced,0.71,0.0691823899371069,0.0327380952380952,0.0444444444444444,0.992072419518989,159,0.00836621941594317,19005
LEGACY,catboost_balanced,0.72,0.0666666666666667,0.0297619047619048,0.0411522633744856,0.992500937382827,150,0.00789265982636148,19005
LEGACY,catboost_balanced,0.73,0.0588235294117647,0.0238095238095238,0.0338983050847458,0.993143714178585,136,0.00715601157590108,19005
LEGACY,catboost_balanced,0.74,0.0569105691056911,0.0208333333333333,0.0305010893246187,0.993786490974342,123,0.00647198105761642,19005
LEGACY,catboost_balanced,0.75,0.0630630630630631,0.0208333333333333,0.0313199105145414,0.9944292677701,111,0.0058405682715075,19005
LEGACY,catboost_balanced,0.76,0.0594059405940594,0.0178571428571429,0.0274599542334096,0.994911350366918,101,0.00531439094975007,19005
LEGACY,catboost_balanced,0.77,0.0666666666666667,0.0178571428571429,0.028169014084507,0.995500562429696,90,0.00473559589581689,19005
LEGACY,catboost_balanced,0.78,0.0609756097560976,0.0148809523809524,0.0239234449760766,0.995875515560555,82,0.00431465403841094,19005
LEGACY,catboost_balanced,0.79,0.0657894736842105,0.0148809523809524,0.0242718446601942,0.996196903958434,76,0.00399894764535649,19005
LEGACY,catboost_balanced,0.8,0.072463768115942,0.0148809523809524,0.0246913580246914,0.996571857089292,69,0.00363062352012628,19005
LEGACY,catboost_balanced,0.81,0.0666666666666667,0.0119047619047619,0.0202020202020202,0.997000374953131,60,0.00315706393054459,19005
LEGACY,catboost_balanced,0.82,0.0566037735849057,0.00892857142857143,0.0154241645244216,0.99732176335101,53,0.00278873980531439,19005
LEGACY,catboost_balanced,0.83,0.0652173913043478,0.00892857142857143,0.0157068062827225,0.997696716481868,46,0.00242041568008419,19005
LEGACY,catboost_balanced,0.84,0.0769230769230769,0.00892857142857143,0.016,0.998071669612727,39,0.00205209155485399,19005
LEGACY,catboost_balanced,0.85,0.0625,0.00595238095238095,0.0108695652173913,0.998393058010606,32,0.00168376742962378,19005
LEGACY,catboost_balanced,0.86,0.0769230769230769,0.00595238095238095,0.0110497237569061,0.998714446408485,26,0.00136806103656932,19005
LEGACY,catboost_balanced,0.87,0.0869565217391304,0.00595238095238095,0.011142061281337,0.998875140607424,23,0.00121020784004209,19005
LEGACY,catboost_balanced,0.88,0.105263157894737,0.00595238095238095,0.0112676056338028,0.999089399539343,19,0.000999736911339121,19005
LEGACY,catboost_balanced,0.89,0.125,0.00595238095238095,0.0113636363636364,0.999250093738283,16,0.000841883714811892,19005
LEGACY,catboost_balanced,0.9,0.153846153846154,0.00595238095238095,0.0114613180515759,0.999410787937222,13,0.000684030518284662,19005
LEGACY,catboost_balanced,0.91,0,0,,0.999571482136162,8,0.000420941857405946,19005
LEGACY,catboost_balanced,0.92,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,catboost_balanced,0.93,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,catboost_balanced,0.94,0,0,,0.99994643526702,1,5.26177321757432e-05,19005
LEGACY,catboost_balanced,0.95,,0,0,1,0,0,19005
LEGACY,catboost_balanced,0.96,,0,0,1,0,0,19005
LEGACY,catboost_balanced,0.97,,0,0,1,0,0,19005
LEGACY,catboost_balanced,0.98,,0,0,1,0,0,19005
LEGACY,catboost_balanced,0.99,,0,0,1,0,0,19005
LEGACY,catboost_balanced,1,,0,0,1,0,0,19005
MODERN,prevalence,0.01,0.0173102529960053,1,0.0340314136125654,0,8261,1,8261
MODERN,prevalence,0.02,0.0173102529960053,1,0.0340314136125654,0,8261,1,8261
MODERN,prevalence,0.03,0.00783990096967196,0.265734265734266,0.0152304609218437,0.407612712490761,4847,0.586732841060404,8261
MODERN,prevalence,0.04,,0,0,1,0,0,8261
MODERN,prevalence,0.05,,0,0,1,0,0,8261
MODERN,prevalence,0.06,,0,0,1,0,0,8261
MODERN,prevalence,0.07,,0,0,1,0,0,8261
MODERN,prevalence,0.08,,0,0,1,0,0,8261
MODERN,prevalence,0.09,,0,0,1,0,0,8261
MODERN,prevalence,0.1,,0,0,1,0,0,8261
MODERN,prevalence,0.11,,0,0,1,0,0,8261
MODERN,prevalence,0.12,,0,0,1,0,0,8261
MODERN,prevalence,0.13,,0,0,1,0,0,8261
MODERN,prevalence,0.14,,0,0,1,0,0,8261
MODERN,prevalence,0.15,,0,0,1,0,0,8261
MODERN,prevalence,0.16,,0,0,1,0,0,8261
MODERN,prevalence,0.17,,0,0,1,0,0,8261
MODERN,prevalence,0.18,,0,0,1,0,0,8261
MODERN,prevalence,0.19,,0,0,1,0,0,8261
MODERN,prevalence,0.2,,0,0,1,0,0,8261
MODERN,prevalence,0.21,,0,0,1,0,0,8261
MODERN,prevalence,0.22,,0,0,1,0,0,8261
MODERN,prevalence,0.23,,0,0,1,0,0,8261
MODERN,prevalence,0.24,,0,0,1,0,0,8261
MODERN,prevalence,0.25,,0,0,1,0,0,8261
MODERN,prevalence,0.26,,0,0,1,0,0,8261
MODERN,prevalence,0.27,,0,0,1,0,0,8261
MODERN,prevalence,0.28,,0,0,1,0,0,8261
MODERN,prevalence,0.29,,0,0,1,0,0,8261
MODERN,prevalence,0.3,,0,0,1,0,0,8261
MODERN,prevalence,0.31,,0,0,1,0,0,8261
MODERN,prevalence,0.32,,0,0,1,0,0,8261
MODERN,prevalence,0.33,,0,0,1,0,0,8261
MODERN,prevalence,0.34,,0,0,1,0,0,8261
MODERN,prevalence,0.35,,0,0,1,0,0,8261
MODERN,prevalence,0.36,,0,0,1,0,0,8261
MODERN,prevalence,0.37,,0,0,1,0,0,8261
MODERN,prevalence,0.38,,0,0,1,0,0,8261
MODERN,prevalence,0.39,,0,0,1,0,0,8261
MODERN,prevalence,0.4,,0,0,1,0,0,8261
MODERN,prevalence,0.41,,0,0,1,0,0,8261
MODERN,prevalence,0.42,,0,0,1,0,0,8261
MODERN,prevalence,0.43,,0,0,1,0,0,8261
MODERN,prevalence,0.44,,0,0,1,0,0,8261
MODERN,prevalence,0.45,,0,0,1,0,0,8261
MODERN,prevalence,0.46,,0,0,1,0,0,8261
MODERN,prevalence,0.47,,0,0,1,0,0,8261
MODERN,prevalence,0.48,,0,0,1,0,0,8261
MODERN,prevalence,0.49,,0,0,1,0,0,8261
MODERN,prevalence,0.5,,0,0,1,0,0,8261
MODERN,prevalence,0.51,,0,0,1,0,0,8261
MODERN,prevalence,0.52,,0,0,1,0,0,8261
MODERN,prevalence,0.53,,0,0,1,0,0,8261
MODERN,prevalence,0.54,,0,0,1,0,0,8261
MODERN,prevalence,0.55,,0,0,1,0,0,8261
MODERN,prevalence,0.56,,0,0,1,0,0,8261
MODERN,prevalence,0.57,,0,0,1,0,0,8261
MODERN,prevalence,0.58,,0,0,1,0,0,8261
MODERN,prevalence,0.59,,0,0,1,0,0,8261
MODERN,prevalence,0.6,,0,0,1,0,0,8261
MODERN,prevalence,0.61,,0,0,1,0,0,8261
MODERN,prevalence,0.62,,0,0,1,0,0,8261
MODERN,prevalence,0.63,,0,0,1,0,0,8261
MODERN,prevalence,0.64,,0,0,1,0,0,8261
MODERN,prevalence,0.65,,0,0,1,0,0,8261
MODERN,prevalence,0.66,,0,0,1,0,0,8261
MODERN,prevalence,0.67,,0,0,1,0,0,8261
MODERN,prevalence,0.68,,0,0,1,0,0,8261
MODERN,prevalence,0.69,,0,0,1,0,0,8261
MODERN,prevalence,0.7,,0,0,1,0,0,8261
MODERN,prevalence,0.71,,0,0,1,0,0,8261
MODERN,prevalence,0.72,,0,0,1,0,0,8261
MODERN,prevalence,0.73,,0,0,1,0,0,8261
MODERN,prevalence,0.74,,0,0,1,0,0,8261
MODERN,prevalence,0.75,,0,0,1,0,0,8261
MODERN,prevalence,0.76,,0,0,1,0,0,8261
MODERN,prevalence,0.77,,0,0,1,0,0,8261
MODERN,prevalence,0.78,,0,0,1,0,0,8261
MODERN,prevalence,0.79,,0,0,1,0,0,8261
MODERN,prevalence,0.8,,0,0,1,0,0,8261
MODERN,prevalence,0.81,,0,0,1,0,0,8261
MODERN,prevalence,0.82,,0,0,1,0,0,8261
MODERN,prevalence,0.83,,0,0,1,0,0,8261
MODERN,prevalence,0.84,,0,0,1,0,0,8261
MODERN,prevalence,0.85,,0,0,1,0,0,8261
MODERN,prevalence,0.86,,0,0,1,0,0,8261
MODERN,prevalence,0.87,,0,0,1,0,0,8261
MODERN,prevalence,0.88,,0,0,1,0,0,8261
MODERN,prevalence,0.89,,0,0,1,0,0,8261
MODERN,prevalence,0.9,,0,0,1,0,0,8261
MODERN,prevalence,0.91,,0,0,1,0,0,8261
MODERN,prevalence,0.92,,0,0,1,0,0,8261
MODERN,prevalence,0.93,,0,0,1,0,0,8261
MODERN,prevalence,0.94,,0,0,1,0,0,8261
MODERN,prevalence,0.95,,0,0,1,0,0,8261
MODERN,prevalence,0.96,,0,0,1,0,0,8261
MODERN,prevalence,0.97,,0,0,1,0,0,8261
MODERN,prevalence,0.98,,0,0,1,0,0,8261
MODERN,prevalence,0.99,,0,0,1,0,0,8261
MODERN,prevalence,1,,0,0,1,0,0,8261
MODERN,lagged_cost_rule,0.01,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.02,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.03,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.04,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.05,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.06,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.07,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.08,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.09,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.1,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.11,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.12,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.13,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.14,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.15,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.16,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.17,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.18,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.19,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.2,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.21,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.22,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.23,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.24,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.25,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.26,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.27,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.28,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.29,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.3,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.31,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.32,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.33,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.34,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.35,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.36,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.37,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.38,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.39,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.4,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.41,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.42,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.43,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.44,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.45,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.46,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.47,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.48,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.49,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.5,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.51,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.52,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.53,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.54,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.55,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.56,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.57,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.58,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.59,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.6,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.61,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.62,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.63,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.64,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.65,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.66,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.67,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.68,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.69,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.7,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.71,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.72,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.73,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.74,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.75,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.76,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.77,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.78,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.79,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.8,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.81,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.82,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.83,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.84,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.85,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.86,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.87,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.88,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.89,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.9,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.91,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.92,0,0,,0.955777285045578,359,0.043457208570391,8261
MODERN,lagged_cost_rule,0.93,0,0,,0.955777285045578,359,0.043457208570391,8261
