regime,candidate_model,threshold,precision,recall,f1,specificity,predicted_positives,predicted_positive_rate,total_rows
LEGACY,logistic_unweighted,0.6,0.0214285714285714,0.00892857142857143,0.0126050420168067,0.992661631581767,140,0.00736648250460405,19005
LEGACY,logistic_unweighted,0.61,0.025,0.00892857142857143,0.0131578947368421,0.993732926241363,120,0.00631412786108919,19005
LEGACY,logistic_unweighted,0.62,0.02,0.00595238095238095,0.00917431192660551,0.994750656167979,100,0.00526177321757432,19005
LEGACY,logistic_unweighted,0.63,0.021978021978022,0.00595238095238095,0.00936768149882904,0.995232738764797,91,0.00478821362799263,19005
LEGACY,logistic_unweighted,0.64,0.0240963855421687,0.00595238095238095,0.00954653937947494,0.995661256628636,83,0.00436727177058669,19005
LEGACY,logistic_unweighted,0.65,0.028169014084507,0.00595238095238095,0.00982800982800983,0.996304033424393,71,0.00373585898447777,19005
LEGACY,logistic_unweighted,0.66,0.0303030303030303,0.00595238095238095,0.00995024875621891,0.996571857089292,66,0.00347277032359905,19005
LEGACY,logistic_unweighted,0.67,0.0333333333333333,0.00595238095238095,0.0101010101010101,0.996893245487171,60,0.00315706393054459,19005
LEGACY,logistic_unweighted,0.68,0.0377358490566038,0.00595238095238095,0.0102827763496144,0.99726819861803,53,0.00278873980531439,19005
LEGACY,logistic_unweighted,0.69,0.0416666666666667,0.00595238095238095,0.0104166666666667,0.997536022282929,48,0.00252565114443567,19005
LEGACY,logistic_unweighted,0.7,0.0454545454545455,0.00595238095238095,0.0105263157894737,0.997750281214848,44,0.0023151802157327,19005
LEGACY,logistic_unweighted,0.71,0.0256410256410256,0.00297619047619048,0.00533333333333333,0.997964540146767,39,0.00205209155485399,19005
LEGACY,logistic_unweighted,0.72,0.0277777777777778,0.00297619047619048,0.00537634408602151,0.998125234345707,36,0.00189423835832676,19005
LEGACY,logistic_unweighted,0.73,0.03125,0.00297619047619048,0.00543478260869565,0.998339493277626,32,0.00168376742962378,19005
LEGACY,logistic_unweighted,0.74,0.037037037037037,0.00297619047619048,0.00550964187327824,0.998607316942525,27,0.00142067876874507,19005
LEGACY,logistic_unweighted,0.75,0.0416666666666667,0.00297619047619048,0.00555555555555556,0.998768011141464,24,0.00126282557221784,19005
LEGACY,logistic_unweighted,0.76,0.0476190476190476,0.00297619047619048,0.00560224089635854,0.998928705340404,21,0.00110497237569061,19005
LEGACY,logistic_unweighted,0.77,0.0555555555555556,0.00297619047619048,0.00564971751412429,0.999089399539343,18,0.000947119179163378,19005
LEGACY,logistic_unweighted,0.78,0.0666666666666667,0.00297619047619048,0.0056980056980057,0.999250093738283,15,0.000789265982636148,19005
LEGACY,logistic_unweighted,0.79,0.0909090909090909,0.00297619047619048,0.00576368876080692,0.999464352670202,11,0.000578795053933176,19005
LEGACY,logistic_unweighted,0.8,0.1,0.00297619047619048,0.00578034682080925,0.999517917403182,10,0.000526177321757432,19005
LEGACY,logistic_unweighted,0.81,0.1,0.00297619047619048,0.00578034682080925,0.999517917403182,10,0.000526177321757432,19005
LEGACY,logistic_unweighted,0.82,0.1,0.00297619047619048,0.00578034682080925,0.999517917403182,10,0.000526177321757432,19005
LEGACY,logistic_unweighted,0.83,0.111111111111111,0.00297619047619048,0.00579710144927536,0.999571482136162,9,0.000473559589581689,19005
LEGACY,logistic_unweighted,0.84,0.142857142857143,0.00297619047619048,0.00583090379008746,0.999678611602121,7,0.000368324125230203,19005
LEGACY,logistic_unweighted,0.85,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.86,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.87,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.88,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.89,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.9,0,0,,0.999785741068081,4,0.000210470928702973,19005
LEGACY,logistic_unweighted,0.91,0,0,,0.999839305801061,3,0.00015785319652723,19005
LEGACY,logistic_unweighted,0.92,0,0,,0.99994643526702,1,5.26177321757432e-05,19005
LEGACY,logistic_unweighted,0.93,0,0,,0.99994643526702,1,5.26177321757432e-05,19005
LEGACY,logistic_unweighted,0.94,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,0.95,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,0.96,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,0.97,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,0.98,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,0.99,,0,0,1,0,0,19005
LEGACY,logistic_unweighted,1,,0,0,1,0,0,19005
LEGACY,logistic_balanced,0.01,0.0178324284041307,0.99702380952381,0.0350381759230206,0.0116771117895977,18786,0.988476716653512,19005
LEGACY,logistic_balanced,0.02,0.0179643958660246,0.988095238095238,0.0352872402614657,0.0278536611494992,18481,0.972428308339911,19005
LEGACY,logistic_balanced,0.03,0.0179551943773336,0.973214285714286,0.0352598662928618,0.041994750656168,18212,0.958274138384636,19005
LEGACY,logistic_balanced,0.04,0.017905102954342,0.952380952380952,0.0351493848857645,0.0598318067384434,17872,0.940384109444883,19005
LEGACY,logistic_balanced,0.05,0.017723400606026,0.922619047619048,0.0347787064564986,0.0797043226739515,17491,0.920336753485925,19005
LEGACY,logistic_balanced,0.06,0.0178938105016134,0.907738095238095,0.0350957942580979,0.103326369918046,17045,0.896869244935543,19005
LEGACY,logistic_balanced,0.07,0.0182400193271728,0.898809523809524,0.0357544545077843,0.129305265413252,16557,0.871191791633781,19005
LEGACY,logistic_balanced,0.08,0.0185829707893101,0.889880952380952,0.0364056982832095,0.154159301515882,16090,0.846619310707708,19005
LEGACY,logistic_balanced,0.09,0.0187823420430588,0.875,0.0367752830070674,0.177299266163158,15653,0.823625361746909,19005
LEGACY,logistic_balanced,0.1,0.018661602933473,0.848214285714286,0.0365197334700154,0.197225346831646,15272,0.803578005787951,19005
LEGACY,logistic_balanced,0.11,0.0188958375361442,0.836309523809524,0.036956664693891,0.218490545824629,14871,0.782478295185478,19005
LEGACY,logistic_balanced,0.12,0.0188303209401416,0.81547619047619,0.0368106401558407,0.235256307247308,14551,0.76564062088924,19005
LEGACY,logistic_balanced,0.13,0.0183988764044944,0.779761904761905,0.0359495060373216,0.25127216240827,14240,0.749276506182584,19005
LEGACY,logistic_balanced,0.14,0.0181831197651944,0.755952380952381,0.035512058720727,0.265359687181959,13969,0.735017100762957,19005
LEGACY,logistic_balanced,0.15,0.018265172463979,0.74702380952381,0.0356584742150874,0.277358187369436,13742,0.723072875559063,19005
LEGACY,logistic_balanced,0.16,0.0182949411154729,0.735119047619048,0.0357013803570138,0.29005302908565,13501,0.710392002104709,19005
LEGACY,logistic_balanced,0.17,0.0183887256010249,0.726190476190476,0.0358691657478868,0.302319352938026,13269,0.698184688239937,19005
LEGACY,logistic_balanced,0.18,0.0186025059574141,0.720238095238095,0.0362682652678906,0.316139054046816,13009,0.684504077874244,19005
LEGACY,logistic_balanced,0.19,0.0188087774294671,0.714285714285714,0.0366524129505192,0.329369543092828,12760,0.671402262562484,19005
LEGACY,logistic_balanced,0.2,0.0188815105208417,0.702380952380952,0.0367744448772887,0.343135679468638,12499,0.657669034464615,19005
LEGACY,logistic_balanced,0.21,0.0191250102601986,0.693452380952381,0.0372234204009905,0.359901440891317,12183,0.64104183109708,19005
LEGACY,logistic_balanced,0.22,0.0193510224776069,0.681547619047619,0.0376335250616269,0.37838127376935,11834,0.622678242567745,19005
LEGACY,logistic_balanced,0.23,0.019465782122905,0.663690476190476,0.0378222523744912,0.398307354437838,11456,0.602788739805314,19005
LEGACY,logistic_balanced,0.24,0.0196573489630298,0.648809523809524,0.0381585856817784,0.417644223043548,11090,0.583530649828992,19005
LEGACY,logistic_balanced,0.25,0.0201103732111121,0.639880952380952,0.0389951936156706,0.438855857303551,10691,0.562536174690871,19005
LEGACY,logistic_balanced,0.26,0.0203923091862498,0.625,0.039495956366372,0.459638973699716,10298,0.541857405945804,19005
LEGACY,logistic_balanced,0.27,0.0201056051990252,0.589285714285714,0.0388845247446976,0.483100326744871,9848,0.518179426466719,19005
LEGACY,logistic_balanced,0.28,0.0209329508022527,0.586309523809524,0.0404226941623064,0.506454550324067,9411,0.49518547750592,19005
LEGACY,logistic_balanced,0.29,0.0213333333333333,0.571428571428571,0.0411311053984576,0.528201831913868,9000,0.473559589581689,19005
LEGACY,logistic_balanced,0.3,0.0219139759878774,0.55952380952381,0.0421761076836792,0.550538325566447,8579,0.451407524335701,19005
LEGACY,logistic_balanced,0.31,0.0222790357925493,0.544642857142857,0.0428070175438596,0.569821629439177,8214,0.432202052091555,19005
LEGACY,logistic_balanced,0.32,0.0227796263117481,0.529761904761905,0.043680981595092,0.590979698966201,7814,0.411154959221258,19005
LEGACY,logistic_balanced,0.33,0.0228956228956229,0.505952380952381,0.0438087875273805,0.611387862231507,7425,0.390686661404893,19005
LEGACY,logistic_balanced,0.34,0.0231409623253845,0.488095238095238,0.0441869863936414,0.629171353580802,7087,0.372901867929492,19005
LEGACY,logistic_balanced,0.35,0.0236826524570752,0.476190476190476,0.0451212633953751,0.646687021265199,6756,0.355485398579321,19005
LEGACY,logistic_balanced,0.36,0.0239614127897931,0.458333333333333,0.0455419192665977,0.663988430017676,6427,0.338174164693502,19005
LEGACY,logistic_balanced,0.37,0.0243664717348928,0.446428571428571,0.0462107208872458,0.678290213723285,6156,0.323914759273875,19005
LEGACY,logistic_balanced,0.38,0.0241921840636102,0.425595238095238,0.0457819753481671,0.691038620172478,5911,0.311023414890818,19005
LEGACY,logistic_balanced,0.39,0.0246565692145122,0.416666666666667,0.0465580312603924,0.703358508757834,5678,0.29876348329387,19005
LEGACY,logistic_balanced,0.4,0.0250777960827384,0.407738095238095,0.047249525780307,0.714714232149553,5463,0.287450670876085,19005
LEGACY,logistic_balanced,0.41,0.0251465305350728,0.395833333333333,0.0472888888888889,0.72382023675612,5289,0.278295185477506,19005
LEGACY,logistic_balanced,0.42,0.02545525748972,0.386904761904762,0.0477677751240125,0.733408323959505,5107,0.268718758221521,19005
LEGACY,logistic_balanced,0.43,0.0255474452554745,0.375,0.0478359908883827,0.742567893299052,4932,0.259510655090766,19005
LEGACY,logistic_balanced,0.44,0.0249685270667226,0.354166666666667,0.0466483731869855,0.751084685842841,4766,0.250776111549592,19005
LEGACY,logistic_balanced,0.45,0.0248272884283247,0.342261904761905,0.0462962962962963,0.758048101130216,4632,0.243725335438043,19005
LEGACY,logistic_balanced,0.46,0.02493321460374,0.333333333333333,0.0463960231980116,0.765386469548449,4492,0.236358852933439,19005
LEGACY,logistic_balanced,0.47,0.0245581822354831,0.318452380952381,0.0455998295333475,0.772349884835824,4357,0.229255459089713,19005
LEGACY,logistic_balanced,0.48,0.0247116968698517,0.3125,0.0458015267175572,0.778027746531683,4249,0.223572744014733,19005
LEGACY,logistic_balanced,0.49,0.0240442414041837,0.297619047619048,0.0444938820912125,0.782580748834967,4159,0.218837148118916,19005
LEGACY,logistic_balanced,0.5,0.0239387956564659,0.288690476190476,0.0442114858705561,0.788151481064867,4052,0.213207050776112,19005
LEGACY,logistic_balanced,0.51,0.0235502658900988,0.276785714285714,0.0434072345390898,0.793454389629868,3949,0.20778742436201,19005
LEGACY,logistic_balanced,0.52,0.0237164451394318,0.270833333333333,0.043613707165109,0.799346510257646,3837,0.201894238358327,19005
LEGACY,logistic_balanced,0.53,0.0234354194407457,0.261904761904762,0.0430212661940846,0.803578124163051,3755,0.197579584319916,19005
LEGACY,logistic_balanced,0.54,0.0238417772961257,0.261904761904762,0.0437049913086665,0.807006267073759,3691,0.194212049460668,19005
LEGACY,logistic_balanced,0.55,0.024153248195447,0.258928571428571,0.0441848654139157,0.811719963575982,3602,0.189529071297027,19005
LEGACY,logistic_balanced,0.56,0.0246249646193037,0.258928571428571,0.0449728612044456,0.815415930151588,3533,0.185898447776901,19005
LEGACY,logistic_balanced,0.57,0.0244956772334294,0.25297619047619,0.0446663163426169,0.818683378863356,3470,0.182583530649829,19005
LEGACY,logistic_balanced,0.58,0.0246406570841889,0.25,0.0448598130841122,0.821897262842145,3409,0.179373848987109,19005
LEGACY,logistic_balanced,0.59,0.0246437054631829,0.24702380952381,0.0448164146868251,0.824039852161337,3368,0.177216521967903,19005
LEGACY,logistic_balanced,0.6,0.0248259158340902,0.244047619047619,0.0450673261885133,0.827467995072045,3303,0.17379636937648,19005
LEGACY,logistic_balanced,0.61,0.0249614791987673,0.241071428571429,0.0452387601228707,0.830521184851894,3245,0.170744540910287,19005
LEGACY,logistic_balanced,0.62,0.0250548073911682,0.238095238095238,0.0453386228393313,0.833252986233864,3193,0.168008418837148,19005
LEGACY,logistic_balanced,0.63,0.0253485424588086,0.238095238095238,0.0458190148911798,0.835234881354116,3156,0.166061562746646,19005
LEGACY,logistic_balanced,0.64,0.0250965250965251,0.232142857142857,0.0452961672473868,0.837698859071188,3108,0.16353591160221,19005
LEGACY,logistic_balanced,0.65,0.0247799152266058,0.226190476190476,0.0446664707610932,0.8397878836574,3067,0.161378584583004,19005
LEGACY,logistic_balanced,0.66,0.0248262164846077,0.223214285714286,0.0446827524575514,0.842198296641491,3021,0.15895816890292,19005
LEGACY,logistic_balanced,0.67,0.0241935483870968,0.214285714285714,0.0434782608695652,0.844448015426643,2976,0.156590370955012,19005
LEGACY,logistic_balanced,0.68,0.0246998284734134,0.214285714285714,0.0442940633651184,0.847715464138411,2915,0.153380689292292,19005
LEGACY,logistic_balanced,0.69,0.0245012250612531,0.208333333333333,0.0438459129345443,0.85071508918528,2857,0.150328860826098,19005
LEGACY,logistic_balanced,0.7,0.0242597217267214,0.202380952380952,0.0433258999681427,0.85350045530023,2803,0.147487503288608,19005
LEGACY,logistic_balanced,0.71,0.0228095582910934,0.1875,0.0406714009038089,0.855428785687503,2762,0.145330176269403,19005
LEGACY,logistic_balanced,0.72,0.0220264317180617,0.178571428571429,0.0392156862745098,0.857303551341797,2724,0.143330702446725,19005
LEGACY,logistic_balanced,0.73,0.0209895052473763,0.166666666666667,0.0372836218375499,0.860088917456746,2668,0.140384109444883,19005
LEGACY,logistic_balanced,0.74,0.0213903743315508,0.166666666666667,0.037914691943128,0.862767154105737,2618,0.137753222836096,19005
LEGACY,logistic_balanced,0.75,0.0206950409996095,0.157738095238095,0.0365895754228512,0.865659649686646,2561,0.134754012102078,19005
LEGACY,logistic_balanced,0.76,0.0207088809239347,0.154761904761905,0.0365296803652968,0.868284321602657,2511,0.132123125493291,19005
LEGACY,logistic_balanced,0.77,0.020714865962632,0.151785714285714,0.0364546104360257,0.870855428785688,2462,0.12954485661668,19005
LEGACY,logistic_balanced,0.78,0.0211092715231788,0.151785714285714,0.0370639534883721,0.873319406502759,2416,0.127124440936596,19005
LEGACY,logistic_balanced,0.79,0.0215189873417722,0.151785714285714,0.0376940133037694,0.87578338421983,2370,0.124704025256511,19005
LEGACY,logistic_balanced,0.8,0.021021021021021,0.145833333333333,0.036745406824147,0.877765279340083,2331,0.122651933701657,19005
LEGACY,logistic_balanced,0.81,0.0210711150131694,0.142857142857143,0.03672532517215,0.880550645455032,2278,0.119863193896343,19005
LEGACY,logistic_balanced,0.82,0.0213539300318037,0.139880952380952,0.0370516357903035,0.884621565161498,2201,0.115811628518811,19005
LEGACY,logistic_balanced,0.83,0.0215154349859682,0.136904761904762,0.0371867421180275,0.887942578606246,2138,0.112496711391739,19005
LEGACY,logistic_balanced,0.84,0.0210268948655257,0.12797619047619,0.0361192776144477,0.892763404574428,2045,0.107603262299395,19005
LEGACY,logistic_balanced,0.85,0.0199590583418628,0.116071428571429,0.034061135371179,0.897423536343671,1954,0.102815048671402,19005
LEGACY,logistic_balanced,0.86,0.0195652173913043,0.107142857142857,0.0330882352941176,0.90336922170443,1840,0.0968166272033675,19005
LEGACY,logistic_balanced,0.87,0.0185722576900754,0.0952380952380952,0.0310830500242836,0.909422036531148,1723,0.0906603525388056,19005
LEGACY,logistic_balanced,0.88,0.0156641604010025,0.0744047619047619,0.025879917184265,0.915849804488725,1596,0.0839779005524862,19005
LEGACY,logistic_balanced,0.89,0.0164271047227926,0.0714285714285714,0.0267111853088481,0.923027478708019,1461,0.0768745067087609,19005
LEGACY,logistic_balanced,0.9,0.0167555217060168,0.0654761904761905,0.0266828380836871,0.93084792972307,1313,0.0690870823467509,19005
LEGACY,logistic_balanced,0.91,0.0166229221347332,0.056547619047619,0.0256930358350237,0.939793240130698,1143,0.0601420678768745,19005
LEGACY,logistic_balanced,0.92,0.0165289256198347,0.0476190476190476,0.0245398773006135,0.949006374203225,968,0.0509339647461194,19005
LEGACY,logistic_balanced,0.93,0.0166453265044814,0.0386904761904762,0.0232766338406446,0.958862285071509,781,0.0410944488292555,19005
LEGACY,logistic_balanced,0.94,0.0165837479270315,0.0297619047619048,0.0212992545260916,0.968236113342975,603,0.0317284925019732,19005
LEGACY,logistic_balanced,0.95,0.0212264150943396,0.0267857142857143,0.0236842105263158,0.97777063581338,424,0.0223099184425151,19005
LEGACY,logistic_balanced,0.96,0.037037037037037,0.0267857142857143,0.0310880829015544,0.987465852482725,243,0.0127861089187056,19005
LEGACY,logistic_balanced,0.97,0.032,0.0119047619047619,0.017353579175705,0.993518667309443,125,0.0065772165219679,19005
LEGACY,logistic_balanced,0.98,0.0357142857142857,0.00892857142857143,0.0142857142857143,0.995661256628636,84,0.00441988950276243,19005
LEGACY,logistic_balanced,0.99,0.0465116279069767,0.00595238095238095,0.0105540897097625,0.997803845947828,43,0.00226256248355696,19005
LEGACY,logistic_balanced,1,,0,0,1,0,0,19005
LEGACY,catboost_unweighted,0.01,0.0228271353552674,0.633928571428571,0.0440674459501397,0.511596764690128,9331,0.49097605893186,19005
LEGACY,catboost_unweighted,0.02,0.0252725470763132,0.303571428571429,0.0466605672461116,0.789276340457443,4036,0.2123651670613,19005
LEGACY,catboost_unweighted,0.03,0.032051282051282,0.223214285714286,0.0560538116591928,0.878675879800739,2340,0.123125493291239,19005
LEGACY,catboost_unweighted,0.04,0.0375891121192482,0.172619047619048,0.0617349654071315,0.920456371524988,1543,0.0811891607471718,19005
LEGACY,catboost_unweighted,0.05,0.040394973070018,0.133928571428571,0.0620689655172414,0.942739300444587,1114,0.058616153643778,19005
LEGACY,catboost_unweighted,0.06,0.0429732868757259,0.110119047619048,0.0618212197159566,0.95586266002464,861,0.0453038674033149,19005
LEGACY,catboost_unweighted,0.07,0.0479651162790698,0.0982142857142857,0.064453125,0.964915099898227,688,0.0362009997369113,19005
LEGACY,catboost_unweighted,0.08,0.0542907180385289,0.0922619047619048,0.0683572216097023,0.971075044190905,571,0.0300447250723494,19005
LEGACY,catboost_unweighted,0.09,0.0515463917525773,0.0744047619047619,0.0609013398294763,0.975360222829289,485,0.0255196001052355,19005
LEGACY,catboost_unweighted,0.1,0.0523809523809524,0.0654761904761905,0.0582010582010582,0.978681236274037,420,0.0220994475138122,19005
LEGACY,catboost_unweighted,0.11,0.0544959128065395,0.0595238095238095,0.0568990042674253,0.981413037656007,367,0.0193107077084978,19005
LEGACY,catboost_unweighted,0.12,0.0519877675840979,0.0505952380952381,0.0512820512820513,0.98339493277626,327,0.017205998421468,19005
LEGACY,catboost_unweighted,0.13,0.0555555555555556,0.0476190476190476,0.0512820512820513,0.985430392629493,288,0.015153906866614,19005
LEGACY,catboost_unweighted,0.14,0.0383141762452107,0.0297619047619048,0.033500837520938,0.986555252022069,261,0.013733228097869,19005
LEGACY,catboost_unweighted,0.15,0.0444444444444444,0.0297619047619048,0.035650623885918,0.988483582409342,225,0.0118389897395422,19005
LEGACY,catboost_unweighted,0.16,0.0452261306532663,0.0267857142857143,0.0336448598130841,0.989822700733837,199,0.0104709287029729,19005
LEGACY,catboost_unweighted,0.17,0.0411764705882353,0.0208333333333333,0.0276679841897233,0.991268948524292,170,0.00894501446987635,19005
LEGACY,catboost_unweighted,0.18,0.0448717948717949,0.0208333333333333,0.0284552845528455,0.992018854786009,156,0.00820836621941594,19005
LEGACY,catboost_unweighted,0.19,0.0486111111111111,0.0208333333333333,0.0291666666666667,0.992661631581767,144,0.00757695343330702,19005
LEGACY,catboost_unweighted,0.2,0.047244094488189,0.0178571428571429,0.0259179265658747,0.993518667309443,127,0.00668245198631939,19005
LEGACY,catboost_unweighted,0.21,0.0512820512820513,0.0178571428571429,0.0264900662251656,0.994054314639242,117,0.00615627466456196,19005
LEGACY,catboost_unweighted,0.22,0.0545454545454545,0.0178571428571429,0.0269058295964126,0.9944292677701,110,0.00578795053933175,19005
LEGACY,catboost_unweighted,0.23,0.055045871559633,0.0178571428571429,0.0269662921348315,0.99448283250308,109,0.00573533280715601,19005
LEGACY,catboost_unweighted,0.24,0.058252427184466,0.0178571428571429,0.0273348519362187,0.994804220900959,103,0.00541962641410155,19005
LEGACY,catboost_unweighted,0.25,0.0490196078431373,0.0148809523809524,0.0228310502283105,0.994804220900959,102,0.00536700868192581,19005
LEGACY,catboost_unweighted,0.26,0.0510204081632653,0.0148809523809524,0.0230414746543779,0.995018479832878,98,0.00515653775322284,19005
LEGACY,catboost_unweighted,0.27,0.0549450549450549,0.0148809523809524,0.0234192037470726,0.995393432963737,91,0.00478821362799263,19005
LEGACY,catboost_unweighted,0.28,0.0574712643678161,0.0148809523809524,0.0236406619385343,0.995607691895656,87,0.00457774269928966,19005
LEGACY,catboost_unweighted,0.29,0.0617283950617284,0.0148809523809524,0.0239808153477218,0.995929080293535,81,0.0042620363062352,19005
LEGACY,catboost_unweighted,0.3,0.0666666666666667,0.0148809523809524,0.024330900243309,0.996250468691414,75,0.00394632991318074,19005
LEGACY,catboost_unweighted,0.31,0.0684931506849315,0.0148809523809524,0.0244498777506112,0.996357598157373,73,0.00384109444882926,19005
LEGACY,catboost_unweighted,0.32,0.072463768115942,0.0148809523809524,0.0246913580246914,0.996571857089292,69,0.00363062352012628,19005
LEGACY,catboost_unweighted,0.33,0.0625,0.0119047619047619,0.02,0.996786116021212,64,0.00336753485924757,19005
LEGACY,catboost_unweighted,0.34,0.0545454545454545,0.00892857142857143,0.0153452685421995,0.99721463388505,55,0.00289397526966588,19005
LEGACY,catboost_unweighted,0.35,0.06,0.00892857142857143,0.0155440414507772,0.997482457549949,50,0.00263088660878716,19005
LEGACY,catboost_unweighted,0.36,0.0476190476190476,0.00595238095238095,0.0105820105820106,0.997857410680808,42,0.00220994475138122,19005
LEGACY,catboost_unweighted,0.37,0.0512820512820513,0.00595238095238095,0.0106666666666667,0.998018104879747,39,0.00205209155485399,19005
LEGACY,catboost_unweighted,0.38,0.0540540540540541,0.00595238095238095,0.0107238605898123,0.998125234345707,37,0.0019468560905025,19005
LEGACY,catboost_unweighted,0.39,0.0606060606060606,0.00595238095238095,0.010840108401084,0.998339493277626,33,0.00173638516179953,19005
LEGACY,catboost_unweighted,0.4,0.0625,0.00595238095238095,0.0108695652173913,0.998393058010606,32,0.00168376742962378,19005
LEGACY,catboost_unweighted,0.41,0.0689655172413793,0.00595238095238095,0.010958904109589,0.998553752209545,29,0.00152591423309655,19005
LEGACY,catboost_unweighted,0.42,0.037037037037037,0.00297619047619048,0.00550964187327824,0.998607316942525,27,0.00142067876874507,19005
LEGACY,catboost_unweighted,0.43,0.037037037037037,0.00297619047619048,0.00550964187327824,0.998607316942525,27,0.00142067876874507,19005
LEGACY,catboost_unweighted,0.44,0.0384615384615385,0.00297619047619048,0.00552486187845304,0.998660881675505,26,0.00136806103656932,19005
LEGACY,catboost_unweighted,0.45,0.0416666666666667,0.00297619047619048,0.00555555555555556,0.998768011141464,24,0.00126282557221784,19005
LEGACY,catboost_unweighted,0.46,0.0416666666666667,0.00297619047619048,0.00555555555555556,0.998768011141464,24,0.00126282557221784,19005
LEGACY,catboost_unweighted,0.47,0.0434782608695652,0.00297619047619048,0.00557103064066852,0.998821575874444,23,0.00121020784004209,19005
LEGACY,catboost_unweighted,0.48,0.0476190476190476,0.00297619047619048,0.00560224089635854,0.998928705340404,21,0.00110497237569061,19005
LEGACY,catboost_unweighted,0.49,0.05,0.00297619047619048,0.00561797752808989,0.998982270073384,20,0.00105235464351486,19005
LEGACY,catboost_unweighted,0.5,0.05,0.00297619047619048,0.00561797752808989,0.998982270073384,20,0.00105235464351486,19005
LEGACY,catboost_unweighted,0.51,0.05,0.00297619047619048,0.00561797752808989,0.998982270073384,20,0.00105235464351486,19005
LEGACY,catboost_unweighted,0.52,0.0526315789473684,0.00297619047619048,0.00563380281690141,0.999035834806363,19,0.000999736911339121,19005
LEGACY,catboost_unweighted,0.53,0.0526315789473684,0.00297619047619048,0.00563380281690141,0.999035834806363,19,0.000999736911339121,19005
LEGACY,catboost_unweighted,0.54,0.0526315789473684,0.00297619047619048,0.00563380281690141,0.999035834806363,19,0.000999736911339121,19005
LEGACY,catboost_unweighted,0.55,0.0526315789473684,0.00297619047619048,0.00563380281690141,0.999035834806363,19,0.000999736911339121,19005
LEGACY,catboost_unweighted,0.56,0.0555555555555556,0.00297619047619048,0.00564971751412429,0.999089399539343,18,0.000947119179163378,19005
LEGACY,catboost_unweighted,0.57,0.0588235294117647,0.00297619047619048,0.0056657223796034,0.999142964272323,17,0.000894501446987635,19005
LEGACY,catboost_unweighted,0.58,0.0588235294117647,0.00297619047619048,0.0056657223796034,0.999142964272323,17,0.000894501446987635,19005
LEGACY,catboost_unweighted,0.59,0.0625,0.00297619047619048,0.00568181818181818,0.999196529005303,16,0.000841883714811892,19005
LEGACY,catboost_unweighted,0.6,0.0666666666666667,0.00297619047619048,0.0056980056980057,0.999250093738283,15,0.000789265982636148,19005
LEGACY,catboost_unweighted,0.61,0.0769230769230769,0.00297619047619048,0.00573065902578797,0.999357223204242,13,0.000684030518284662,19005
LEGACY,catboost_unweighted,0.62,0,0,,0.999410787937222,11,0.000578795053933176,19005
LEGACY,catboost_unweighted,0.63,0,0,,0.999464352670202,10,0.000526177321757432,19005
LEGACY,catboost_unweighted,0.64,0,0,,0.999464352670202,10,0.000526177321757432,19005
LEGACY,catboost_unweighted,0.65,0,0,,0.999517917403182,9,0.000473559589581689,19005
LEGACY,catboost_unweighted,0.66,0,0,,0.999571482136162,8,0.000420941857405946,19005
LEGACY,catboost_unweighted,0.67,0,0,,0.999625046869141,7,0.000368324125230203,19005
LEGACY,catboost_unweighted,0.68,0,0,,0.999625046869141,7,0.000368324125230203,19005
LEGACY,catboost_unweighted,0.69,0,0,,0.999678611602121,6,0.000315706393054459,19005
LEGACY,catboost_unweighted,0.7,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.71,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.72,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.73,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.74,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.75,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.76,0,0,,0.999732176335101,5,0.000263088660878716,19005
LEGACY,catboost_unweighted,0.77,0,0,,0.999839305801061,3,0.00015785319652723,19005
LEGACY,catboost_unweighted,0.78,0,0,,0.999839305801061,3,0.00015785319652723,19005
LEGACY,catboost_unweighted,0.79,0,0,,0.999839305801061,3,0.00015785319652723,19005
LEGACY,catboost_unweighted,0.8,0,0,,0.99989287053404,2,0.000105235464351486,19005
LEGACY,catboost_unweighted,0.81,0,0,,0.99989287053404,2,0.000105235464351486,19005
LEGACY,catboost_unweighted,0.82,0,0,,0.99994643526702,1,5.26177321757432e-05,19005
LEGACY,catboost_unweighted,0.83,0,0,,0.99994643526702,1,5.26177321757432e-05,19005
