regime,candidate_model,feature_name,importance_type,importance_value,rank
MODERN,catboost_unweighted,past_exp_stagnant_3m,PREDICTION_VALUES_CHANGE,0.342393,25
MODERN,catboost_unweighted,start_date_supported,PREDICTION_VALUES_CHANGE,0.211559,26
MODERN,catboost_unweighted,start_date_is_present,PREDICTION_VALUES_CHANGE,0.15597,27
MODERN,catboost_unweighted,exp_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.102097,28
MODERN,catboost_unweighted,progress_delta_3m_is_supported,PREDICTION_VALUES_CHANGE,0.051283,29
MODERN,catboost_unweighted,approval_date_is_missing,PREDICTION_VALUES_CHANGE,0.004434,30
MODERN,catboost_unweighted,state_is_missing,PREDICTION_VALUES_CHANGE,0.001225,31
MODERN,catboost_unweighted,revised_cost_is_present,PREDICTION_VALUES_CHANGE,0,32
MODERN,catboost_unweighted,physical_progress_is_present,PREDICTION_VALUES_CHANGE,0,33
MODERN,catboost_unweighted,physical_progress_supported,PREDICTION_VALUES_CHANGE,0,34
MODERN,catboost_unweighted,original_completion_date_is_missing,PREDICTION_VALUES_CHANGE,0,35
MODERN,catboost_unweighted,cost_has_been_revised,PREDICTION_VALUES_CHANGE,0,36
MODERN,catboost_balanced,physical_progress_t,PREDICTION_VALUES_CHANGE,10.316598,1
MODERN,catboost_balanced,agency,PREDICTION_VALUES_CHANGE,9.711319,2
MODERN,catboost_balanced,cumulative_expenditure_t,PREDICTION_VALUES_CHANGE,9.001419,3
MODERN,catboost_balanced,state,PREDICTION_VALUES_CHANGE,7.993463,4
MODERN,catboost_balanced,expenditure_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,7.882182,5
MODERN,catboost_balanced,sector,PREDICTION_VALUES_CHANGE,7.2227,6
MODERN,catboost_balanced,months_to_original_schedule,PREDICTION_VALUES_CHANGE,5.861683,7
MODERN,catboost_balanced,original_cost,PREDICTION_VALUES_CHANGE,5.59583,8
MODERN,catboost_balanced,revised_cost_t,PREDICTION_VALUES_CHANGE,5.208341,9
MODERN,catboost_balanced,months_to_effective_schedule,PREDICTION_VALUES_CHANGE,5.136197,10
MODERN,catboost_balanced,project_age_months,PREDICTION_VALUES_CHANGE,4.621417,11
MODERN,catboost_balanced,schedule_revision_lag_months,PREDICTION_VALUES_CHANGE,4.116694,12
MODERN,catboost_balanced,revised_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,3.197733,13
MODERN,catboost_balanced,months_since_start,PREDICTION_VALUES_CHANGE,2.777513,14
MODERN,catboost_balanced,exp_delta_1m,PREDICTION_VALUES_CHANGE,2.580496,15
MODERN,catboost_balanced,n_prior_cost_revisions,PREDICTION_VALUES_CHANGE,1.330221,16
MODERN,catboost_balanced,observed_tenure_months,PREDICTION_VALUES_CHANGE,1.127441,17
