regime,candidate_model,feature_name,importance_type,importance_value,rank
MODERN,logistic_balanced,expenditure_to_original_cost_ratio,MEAN_STANDARDIZED_COEFFICIENT,0.053373,14
MODERN,logistic_balanced,revised_to_original_cost_ratio,MEAN_STANDARDIZED_COEFFICIENT,0,15
MODERN,logistic_balanced,cost_has_been_revised,MEAN_STANDARDIZED_COEFFICIENT,0.197846,16
MODERN,logistic_balanced,exp_delta_1m,MEAN_STANDARDIZED_COEFFICIENT,0,17
MODERN,logistic_balanced,exp_delta_3m,MEAN_STANDARDIZED_COEFFICIENT,0.114339,18
MODERN,logistic_balanced,past_exp_stagnant_3m,MEAN_STANDARDIZED_COEFFICIENT,0.062964,19
MODERN,logistic_balanced,past_progress_delta_3m,MEAN_STANDARDIZED_COEFFICIENT,-0.193106,20
MODERN,logistic_balanced,past_progress_stagnant_3m,MEAN_STANDARDIZED_COEFFICIENT,0,21
MODERN,logistic_balanced,n_prior_schedule_extensions,MEAN_STANDARDIZED_COEFFICIENT,0.381555,22
MODERN,logistic_balanced,n_prior_cost_revisions,MEAN_STANDARDIZED_COEFFICIENT,-0.15573,23
MODERN,logistic_balanced,observed_tenure_months,MEAN_STANDARDIZED_COEFFICIENT,0.178423,24
MODERN,logistic_balanced,state_is_missing,MEAN_STANDARDIZED_COEFFICIENT,0,25
MODERN,logistic_balanced,approval_date_is_missing,MEAN_STANDARDIZED_COEFFICIENT,-0.059703,26
MODERN,logistic_balanced,original_completion_date_is_missing,MEAN_STANDARDIZED_COEFFICIENT,0,27
MODERN,logistic_balanced,revised_cost_is_present,MEAN_STANDARDIZED_COEFFICIENT,0,28
MODERN,logistic_balanced,revised_date_is_present,MEAN_STANDARDIZED_COEFFICIENT,0,29
MODERN,logistic_balanced,physical_progress_is_present,MEAN_STANDARDIZED_COEFFICIENT,-0.057063,30
MODERN,logistic_balanced,physical_progress_supported,MEAN_STANDARDIZED_COEFFICIENT,0.014228,31
MODERN,logistic_balanced,start_date_is_present,MEAN_STANDARDIZED_COEFFICIENT,-0.054952,32
MODERN,logistic_balanced,start_date_supported,MEAN_STANDARDIZED_COEFFICIENT,-0.062026,33
MODERN,logistic_balanced,exp_delta_1m_is_supported,MEAN_STANDARDIZED_COEFFICIENT,0.115839,34
MODERN,logistic_balanced,exp_delta_3m_is_supported,MEAN_STANDARDIZED_COEFFICIENT,-0.062026,35
MODERN,logistic_balanced,progress_delta_3m_is_supported,MEAN_STANDARDIZED_COEFFICIENT,0.158838,36
MODERN,catboost_unweighted,sector,PREDICTION_VALUES_CHANGE,13.162025,1
MODERN,catboost_unweighted,agency,PREDICTION_VALUES_CHANGE,12.586999,2
MODERN,catboost_unweighted,physical_progress_t,PREDICTION_VALUES_CHANGE,11.691444,3
MODERN,catboost_unweighted,state,PREDICTION_VALUES_CHANGE,7.55994,4
MODERN,catboost_unweighted,months_to_effective_schedule,PREDICTION_VALUES_CHANGE,6.720307,5
MODERN,catboost_unweighted,cumulative_expenditure_t,PREDICTION_VALUES_CHANGE,5.168446,6
MODERN,catboost_unweighted,expenditure_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,5.004776,7
MODERN,catboost_unweighted,months_to_original_schedule,PREDICTION_VALUES_CHANGE,4.863737,8
MODERN,catboost_unweighted,months_since_start,PREDICTION_VALUES_CHANGE,4.771272,9
MODERN,catboost_unweighted,project_age_months,PREDICTION_VALUES_CHANGE,4.699045,10
MODERN,catboost_unweighted,original_cost,PREDICTION_VALUES_CHANGE,4.479276,11
MODERN,catboost_unweighted,exp_delta_1m,PREDICTION_VALUES_CHANGE,3.650167,12
MODERN,catboost_unweighted,revised_cost_t,PREDICTION_VALUES_CHANGE,3.015632,13
MODERN,catboost_unweighted,schedule_revision_lag_months,PREDICTION_VALUES_CHANGE,2.728334,14
MODERN,catboost_unweighted,revised_to_original_cost_ratio,PREDICTION_VALUES_CHANGE,2.528628,15
MODERN,catboost_unweighted,observed_tenure_months,PREDICTION_VALUES_CHANGE,2.348931,16
MODERN,catboost_unweighted,exp_delta_3m,PREDICTION_VALUES_CHANGE,0.94407,17
MODERN,catboost_unweighted,past_progress_stagnant_3m,PREDICTION_VALUES_CHANGE,0.898444,18
