regime,candidate_model,threshold,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,specificity,predicted_positives,predicted_positive_rate,false_discovery_rate,total_rows
LEGACY,logistic_balanced,0.03,2250,5956,21,2,0.274189617353156,0.99911190053286,0.430292598967298,0.00351346829513134,8206,0.99720500668368,0.725810382646844,8229
LEGACY,logistic_balanced,0.04,2249,5947,30,3,0.27440214738897,0.99866785079929,0.430513016845329,0.0050192404216162,8196,0.995989792198323,0.72559785261103,8229
LEGACY,logistic_balanced,0.05,2247,5937,40,5,0.274560117302053,0.997779751332149,0.430624760444615,0.00669232056215493,8184,0.994531534815895,0.725439882697947,8229
LEGACY,logistic_balanced,0.06,2246,5927,50,6,0.274807292303928,0.997335701598579,0.430887290167866,0.00836540070269366,8173,0.993194798882003,0.725192707696072,8229
LEGACY,logistic_balanced,0.07,2243,5916,61,9,0.27491114107121,0.996003552397869,0.430890404379983,0.0102057888572863,8159,0.991493498602503,0.72508885892879,8229
LEGACY,logistic_balanced,0.08,2242,5891,86,10,0.275667035534243,0.995559502664298,0.431776600866635,0.0143884892086331,8133,0.988333940940576,0.724332964465757,8229
LEGACY,logistic_balanced,0.09,2241,5874,103,11,0.276155268022181,0.995115452930728,0.43233336548664,0.0172327254475489,8115,0.986146554866934,0.723844731977819,8229
LEGACY,logistic_balanced,0.1,2240,5830,147,12,0.277571251548947,0.994671403197158,0.43402441387328,0.0245942780659194,8070,0.980678089682829,0.722428748451053,8229
LEGACY,logistic_balanced,0.11,2234,5759,218,18,0.279494557738021,0.992007104795737,0.436115178135676,0.0364731470637444,7993,0.971320938145583,0.720505442261979,8229
LEGACY,logistic_balanced,0.12,2231,5660,317,21,0.282727157521227,0.990674955595027,0.439909297052154,0.0530366404550778,7891,0.958925750394945,0.717272842478773,8229
LEGACY,logistic_balanced,0.13,2229,5566,411,23,0.285952533675433,0.989786856127886,0.443714541654225,0.0687635937761419,7795,0.947259691335521,0.714047466324567,8229
LEGACY,logistic_balanced,0.14,2219,5434,543,33,0.289951652946557,0.985346358792185,0.448056537102473,0.0908482516312531,7653,0.930003645643456,0.710048347053443,8229
LEGACY,logistic_balanced,0.15,2214,5304,673,38,0.294493216280926,0.983126110124334,0.453224155578301,0.112598293458257,7518,0.913598250091141,0.705506783719074,8229
LEGACY,logistic_balanced,0.16,2206,5166,811,46,0.299240368963646,0.979573712255773,0.458437240232751,0.135686799397691,7372,0.895856118604934,0.700759631036354,8229
LEGACY,logistic_balanced,0.17,2199,5064,913,53,0.302767451466336,0.976465364120782,0.462217551234892,0.152752216831186,7263,0.882610280714546,0.697232548533664,8229
LEGACY,logistic_balanced,0.18,2188,4950,1027,64,0.30652843933875,0.97158081705151,0.466027689030884,0.171825330433328,7138,0.867420099647588,0.69347156066125,8229
LEGACY,logistic_balanced,0.19,2183,4847,1130,69,0.310526315789474,0.969360568383659,0.470372764490412,0.189058055880877,7030,0.854295783205736,0.689473684210526,8229
LEGACY,logistic_balanced,0.2,2170,4739,1238,82,0.314083080040527,0.963587921847247,0.473747407488266,0.207127321398695,6909,0.83959168793292,0.685916919959473,8229
LEGACY,logistic_balanced,0.21,2162,4652,1325,90,0.317287936601115,0.960035523978686,0.476946834326053,0.221683118621382,6814,0.828047150322032,0.682712063398885,8229
LEGACY,logistic_balanced,0.22,2150,4556,1421,102,0.320608410378765,0.954706927175844,0.480017861129717,0.237744687970554,6706,0.81492283388018,0.679391589621235,8229
LEGACY,logistic_balanced,0.23,2145,4464,1513,107,0.324557421697685,0.952486678507993,0.484144001805665,0.25313702526351,6609,0.80313525337222,0.675442578302315,8229
LEGACY,logistic_balanced,0.24,2139,4368,1609,113,0.328722913785154,0.949822380106572,0.488411919168855,0.269198594612682,6507,0.790740065621582,0.671277086214845,8229
LEGACY,logistic_balanced,0.25,2131,4258,1719,121,0.333542025356081,0.946269982238011,0.493229950237241,0.287602476158608,6389,0.776400534694374,0.666457974643919,8229
LEGACY,logistic_balanced,0.26,2116,4151,1826,136,0.337641614807723,0.939609236234458,0.496771921587041,0.305504433662372,6267,0.761574917973022,0.662358385192277,8229
LEGACY,logistic_balanced,0.27,2107,4043,1934,145,0.34260162601626,0.935612788632327,0.501547250654606,0.323573699180191,6150,0.747356908494349,0.65739837398374,8229
LEGACY,logistic_balanced,0.28,2095,3943,2034,157,0.346969195097714,0.930284191829485,0.505428226779252,0.340304500585578,6038,0.733746506258355,0.653030804902285,8229
LEGACY,logistic_balanced,0.29,2082,3834,2143,170,0.351926977687627,0.924511545293073,0.509794319294809,0.35854107411745,5916,0.718920889537003,0.648073022312373,8229
LEGACY,logistic_balanced,0.3,2068,3712,2265,184,0.357785467128028,0.918294849023091,0.514940239043825,0.378952651832023,5780,0.702393972536153,0.642214532871972,8229
LEGACY,logistic_balanced,0.31,2061,3606,2371,191,0.363684489147697,0.915186500888099,0.52052026771057,0.396687301321733,5667,0.688662048851622,0.636315510852303,8229
LEGACY,logistic_balanced,0.32,2049,3506,2471,203,0.368856885688569,0.909857904085258,0.524913539131549,0.413418102727121,5555,0.675051646615628,0.631143114311431,8229
LEGACY,logistic_balanced,0.33,2033,3401,2576,219,0.374125874125874,0.902753108348135,0.529013791308873,0.430985444202777,5434,0.660347551342812,0.625874125874126,8229
LEGACY,logistic_balanced,0.34,2016,3288,2689,236,0.380090497737557,0.895204262877442,0.53361566966649,0.449891249790865,5304,0.644549763033175,0.619909502262443,8229
LEGACY,logistic_balanced,0.35,2003,3189,2788,249,0.385785824345146,0.88943161634103,0.538151531434713,0.466454743182198,5192,0.630939360797181,0.614214175654854,8229
LEGACY,logistic_balanced,0.36,1982,3086,2891,270,0.391081294396212,0.880106571936057,0.541530054644809,0.483687468629747,5068,0.615870701178758,0.608918705603788,8229
LEGACY,logistic_balanced,0.37,1956,2940,3037,296,0.399509803921569,0.868561278863233,0.547285954113039,0.508114438681613,4896,0.594969012030623,0.600490196078431,8229
LEGACY,logistic_balanced,0.38,1932,2796,3181,320,0.408629441624365,0.857904085257549,0.553581661891117,0.532206792705371,4728,0.574553408676631,0.591370558375635,8229
LEGACY,logistic_balanced,0.39,1893,2674,3303,359,0.41449529231443,0.840586145648313,0.555213374395073,0.552618370419943,4567,0.554988455462389,0.58550470768557,8229
LEGACY,logistic_balanced,0.4,1872,2540,3437,380,0.42429737080689,0.831261101243339,0.561824729891957,0.575037644303162,4412,0.536152630939361,0.57570262919311,8229
LEGACY,logistic_balanced,0.41,1843,2418,3559,409,0.432527575686459,0.818383658969805,0.565945033010901,0.595449222017735,4261,0.517802892210475,0.567472424313541,8229
LEGACY,logistic_balanced,0.42,1807,2287,3690,445,0.441377625793845,0.802397868561279,0.569492593759849,0.617366571858792,4094,0.497508810305019,0.558622374206155,8229
LEGACY,logistic_balanced,0.43,1774,2153,3824,478,0.451744334097275,0.787744227353464,0.57420294546043,0.639785845742011,3927,0.477214728399563,0.548255665902725,8229
LEGACY,logistic_balanced,0.44,1751,2024,3953,501,0.463841059602649,0.77753108348135,0.581051932968309,0.661368579554961,3775,0.458743468222141,0.536158940397351,8229
LEGACY,logistic_balanced,0.45,1719,1922,4055,533,0.472123043120022,0.763321492007105,0.583404038689971,0.678433996988456,3641,0.442459594118362,0.527876956879978,8229
LEGACY,logistic_balanced,0.46,1698,1813,4164,554,0.483622899458844,0.753996447602131,0.589276418532015,0.696670570520328,3511,0.426661805808725,0.516377100541156,8229
LEGACY,logistic_balanced,0.47,1674,1707,4270,578,0.495119787045253,0.743339253996448,0.594354695544115,0.714405220010038,3381,0.410864017499089,0.504880212954747,8229
LEGACY,logistic_balanced,0.48,1644,1617,4360,608,0.504139834406624,0.730017761989343,0.596408489025939,0.729462941274887,3261,0.396281443674809,0.495860165593376,8229
LEGACY,logistic_balanced,0.49,1603,1531,4446,649,0.51148691767709,0.711811722912966,0.595246936502042,0.74385143048352,3134,0.380848219710779,0.48851308232291,8229
LEGACY,logistic_balanced,0.5,1583,1443,4534,669,0.523132848645076,0.702930728241563,0.599848427434634,0.758574535720261,3026,0.367723903268927,0.476867151354924,8229
LEGACY,logistic_balanced,0.51,1550,1370,4607,702,0.530821917808219,0.688277087033748,0.59938128383604,0.770788020746194,2920,0.354842629724146,0.469178082191781,8229
LEGACY,logistic_balanced,0.52,1515,1295,4682,737,0.53914590747331,0.672735346358792,0.598577637297511,0.783336121800234,2810,0.341475270385223,0.46085409252669,8229
LEGACY,logistic_balanced,0.53,1480,1223,4754,772,0.547539770625231,0.657193605683837,0.597376387487386,0.795382298812113,2703,0.328472475391907,0.452460229374769,8229
LEGACY,logistic_balanced,0.54,1444,1156,4821,808,0.555384615384615,0.641207815275311,0.595218466611706,0.806591935753723,2600,0.315955766192733,0.444615384615385,8229
LEGACY,logistic_balanced,0.55,1406,1107,4870,846,0.559490648627139,0.624333925399645,0.590136411332634,0.814790028442362,2513,0.30538340017013,0.440509351372861,8229
LEGACY,logistic_balanced,0.56,1381,1041,4936,871,0.570189925681255,0.613232682060391,0.590928540864356,0.825832357369918,2422,0.294324948353384,0.429810074318745,8229
LEGACY,logistic_balanced,0.57,1349,982,4995,903,0.578721578721579,0.599023090586146,0.588697359807986,0.835703530199096,2331,0.283266496536639,0.421278421278421,8229
LEGACY,logistic_balanced,0.58,1310,935,5042,942,0.583518930957684,0.581705150976909,0.582610629308428,0.843567006859629,2245,0.272815651962571,0.416481069042316,8229
LEGACY,logistic_balanced,0.59,1269,890,5087,983,0.587772116720704,0.563499111900533,0.575379732486964,0.851095867492053,2159,0.262364807388504,0.412227883279296,8229
LEGACY,logistic_balanced,0.6,1226,844,5133,1026,0.592270531400966,0.544404973357016,0.567329939842665,0.858792036138531,2070,0.25154939846883,0.407729468599034,8229
LEGACY,logistic_balanced,0.61,1185,806,5171,1067,0.595178302360623,0.526198934280639,0.558567051614424,0.865149740672578,1991,0.241949204034512,0.404821697639377,8229
LEGACY,logistic_balanced,0.62,1148,774,5203,1104,0.59729448491155,0.509769094138544,0.550071873502635,0.870503597122302,1922,0.233564224085551,0.40270551508845,8229
LEGACY,logistic_balanced,0.63,1117,733,5244,1135,0.603783783783784,0.496003552397869,0.544612384202828,0.877363225698511,1850,0.224814679790983,0.396216216216216,8229
LEGACY,logistic_balanced,0.64,1084,696,5281,1168,0.608988764044944,0.481349911190053,0.537698412698413,0.883553622218504,1780,0.216308178393486,0.391011235955056,8229
LEGACY,logistic_balanced,0.65,1058,664,5313,1194,0.614401858304297,0.469804618117229,0.532460996477101,0.888907478668228,1722,0.209259934378418,0.385598141695703,8229
LEGACY,logistic_balanced,0.66,1016,633,5344,1236,0.616130988477865,0.451154529307282,0.520892078954114,0.894094027103898,1649,0.200388868635314,0.383869011522135,8229
LEGACY,logistic_balanced,0.67,986,599,5378,1266,0.622082018927445,0.437833037300178,0.513943184779776,0.89978249958173,1585,0.192611495929031,0.377917981072555,8229
LEGACY,logistic_balanced,0.68,957,566,5411,1295,0.628365068942876,0.424955595026643,0.507019867549669,0.905303664045508,1523,0.18507716611982,0.371634931057124,8229
LEGACY,logistic_balanced,0.69,933,539,5438,1319,0.63383152173913,0.414298401420959,0.501074113856069,0.909820980424962,1472,0.178879572244501,0.36616847826087,8229
LEGACY,logistic_balanced,0.7,909,510,5467,1343,0.640591966173362,0.403641207815275,0.495232906564969,0.914672912832525,1419,0.172438935472111,0.359408033826638,8229
LEGACY,logistic_balanced,0.71,883,491,5486,1369,0.642649199417758,0.392095914742451,0.48703805846663,0.917851765099548,1374,0.166970470288006,0.357350800582242,8229
LEGACY,logistic_balanced,0.72,860,476,5501,1392,0.643712574850299,0.381882770870337,0.479375696767001,0.920361385310356,1336,0.162352655243651,0.356287425149701,8229
LEGACY,logistic_balanced,0.73,826,456,5521,1426,0.644305772230889,0.366785079928952,0.467458970005659,0.923707545591434,1282,0.155790497022725,0.355694227769111,8229
LEGACY,logistic_balanced,0.74,805,440,5537,1447,0.646586345381526,0.357460035523979,0.460394623963397,0.926384473816296,1245,0.151294203426905,0.353413654618474,8229
LEGACY,logistic_balanced,0.75,785,422,5555,1467,0.650372825186413,0.348579040852575,0.453888407054062,0.929396018069266,1207,0.14667638838255,0.349627174813587,8229
LEGACY,logistic_balanced,0.76,758,401,5576,1494,0.654012079378775,0.336589698046181,0.444444444444444,0.932909486364397,1159,0.140843358852838,0.345987920621225,8229
LEGACY,logistic_balanced,0.77,733,376,5601,1519,0.660955816050496,0.325488454706927,0.436179708420113,0.937092186715744,1109,0.134767286426054,0.339044183949504,8229
LEGACY,logistic_balanced,0.78,715,360,5617,1537,0.665116279069767,0.317495559502664,0.429816651638112,0.939769114940606,1075,0.130635557175842,0.334883720930233,8229
LEGACY,logistic_balanced,0.79,679,339,5638,1573,0.666994106090373,0.301509769094139,0.415290519877676,0.943282583235737,1018,0.123708834609309,0.333005893909627,8229
LEGACY,logistic_balanced,0.8,640,313,5664,1612,0.671563483735572,0.284191829484902,0.399375975039002,0.947632591601138,953,0.11580994045449,0.328436516264428,8229
LEGACY,logistic_balanced,0.81,603,297,5680,1649,0.67,0.267761989342806,0.38261421319797,0.950309519826,900,0.1093693036821,0.33,8229
LEGACY,logistic_balanced,0.82,559,279,5698,1693,0.667064439140811,0.248223801065719,0.361812297734628,0.953321064078969,838,0.101834973872889,0.332935560859189,8229
LEGACY,logistic_balanced,0.83,521,264,5713,1731,0.663694267515924,0.231349911190053,0.343101745143233,0.955830684289777,785,0.0953943371004982,0.336305732484076,8229
LEGACY,logistic_balanced,0.84,485,237,5740,1767,0.671745152354571,0.215364120781528,0.326160053799597,0.960348000669232,722,0.0877384858427512,0.328254847645429,8229
LEGACY,logistic_balanced,0.85,451,217,5760,1801,0.675149700598802,0.200266429840142,0.308904109589041,0.96369416095031,668,0.0811763276218253,0.324850299401198,8229
LEGACY,logistic_balanced,0.86,435,199,5778,1817,0.686119873817035,0.19316163410302,0.301455301455301,0.966705705203279,634,0.0770445983716126,0.313880126182965,8229
LEGACY,logistic_balanced,0.87,408,188,5789,1844,0.684563758389262,0.181172291296625,0.286516853932584,0.968546093357872,596,0.0724267833272573,0.315436241610738,8229
LEGACY,logistic_balanced,0.88,370,169,5808,1882,0.686456400742115,0.164298401420959,0.265137943389466,0.971724945624895,539,0.0655000607607243,0.313543599257885,8229
LEGACY,logistic_balanced,0.89,322,160,5817,1930,0.66804979253112,0.142984014209591,0.23555230431602,0.97323071775138,482,0.0585733381941913,0.33195020746888,8229
LEGACY,logistic_balanced,0.9,278,147,5830,1974,0.654117647058824,0.123445825932504,0.207695181172955,0.975405721934081,425,0.0516466156276583,0.345882352941176,8229
LEGACY,logistic_balanced,0.91,238,126,5851,2014,0.653846153846154,0.105683836589698,0.181957186544343,0.978919190229212,364,0.0442338072669826,0.346153846153846,8229
LEGACY,logistic_balanced,0.92,187,99,5878,2065,0.653846153846154,0.0830373001776199,0.14736012608353,0.983436506608667,286,0.0347551342812006,0.346153846153846,8229
LEGACY,logistic_balanced,0.93,141,80,5897,2111,0.638009049773756,0.0626110124333925,0.1140315406389,0.98661535887569,221,0.0268562401263823,0.361990950226244,8229
LEGACY,logistic_balanced,0.94,119,68,5909,2133,0.636363636363636,0.052841918294849,0.0975809758097581,0.988623055044337,187,0.0227245108761696,0.363636363636364,8229
LEGACY,logistic_balanced,0.95,95,57,5920,2157,0.625,0.0421847246891652,0.0790349417637271,0.990463443198929,152,0.0184712601774213,0.375,8229
LEGACY,logistic_balanced,0.96,79,49,5928,2173,0.6171875,0.0350799289520426,0.0663865546218487,0.99180190731136,128,0.0155547454125653,0.3828125,8229
LEGACY,logistic_balanced,0.97,61,37,5940,2191,0.622448979591837,0.0270870337477798,0.0519148936170213,0.993809603480007,98,0.0119091019564953,0.377551020408163,8229
LEGACY,logistic_balanced,0.98,44,22,5955,2208,0.666666666666667,0.019538188277087,0.0379637618636756,0.996319223690815,66,0.00802041560335399,0.333333333333333,8229
LEGACY,logistic_balanced,0.99,21,12,5965,2231,0.636363636363636,0.00932504440497336,0.0183807439824945,0.997992303831354,33,0.004010207801677,0.363636363636364,8229
LEGACY,logistic_balanced,1,0,0,5977,2252,,0,0,1,0,0,,8229
LEGACY,catboost_unweighted,0.01,2250,5850,127,2,0.277777777777778,0.99911190053286,0.434698608964451,0.0212481177848419,8100,0.984323733138899,0.722222222222222,8229
LEGACY,catboost_unweighted,0.02,2240,5371,606,12,0.294310865852056,0.994671403197158,0.454222853087296,0.101388656516647,7611,0.924899744804958,0.705689134147944,8229
LEGACY,catboost_unweighted,0.03,2224,4906,1071,28,0.311921458625526,0.987566607460036,0.474099339160094,0.179186883051698,7130,0.866447928059302,0.688078541374474,8229
LEGACY,catboost_unweighted,0.04,2209,4456,1521,43,0.331432858214554,0.980905861456483,0.495458113715375,0.254475489375941,6665,0.809940454490218,0.668567141785446,8229
LEGACY,catboost_unweighted,0.05,2194,4120,1857,58,0.347481786506177,0.974245115452931,0.512257763250058,0.310690982098043,6314,0.767286426054199,0.652518213493823,8229
LEGACY,catboost_unweighted,0.06,2177,3801,2176,75,0.364168618266979,0.966696269982238,0.529040097205346,0.364062238581228,5978,0.726455219346215,0.635831381733021,8229
LEGACY,catboost_unweighted,0.07,2171,3511,2466,81,0.382083773319254,0.964031971580817,0.547264935719687,0.412581562656851,5682,0.690484870579657,0.617916226680746,8229
LEGACY,catboost_unweighted,0.08,2157,3275,2702,95,0.397091310751105,0.957815275310835,0.561426340447683,0.452066253973565,5432,0.660104508445741,0.602908689248895,8229
LEGACY,catboost_unweighted,0.09,2142,3084,2893,110,0.409873708381171,0.951154529307282,0.572880449317999,0.484022084657855,5226,0.635071090047393,0.590126291618829,8229
LEGACY,catboost_unweighted,0.1,2121,2885,3092,131,0.423691570115861,0.941829484902309,0.584458528520253,0.517316379454576,5006,0.608336371369547,0.576308429884139,8229
LEGACY,catboost_unweighted,0.11,2103,2690,3287,149,0.43876486542875,0.933836589698046,0.597019162526615,0.549941442195081,4793,0.58245230283145,0.56123513457125,8229
LEGACY,catboost_unweighted,0.12,2082,2533,3444,170,0.451137594799567,0.924511545293073,0.606378331148973,0.576208800401539,4615,0.560821484992101,0.548862405200433,8229
LEGACY,catboost_unweighted,0.13,2061,2374,3603,191,0.464712514092446,0.915186500888099,0.616419919246299,0.602810774636105,4435,0.538947624255681,0.535287485907554,8229
LEGACY,catboost_unweighted,0.14,2046,2246,3731,206,0.476700838769804,0.908525754884547,0.625305623471883,0.624226200435001,4292,0.521570057115081,0.523299161230196,8229
LEGACY,catboost_unweighted,0.15,2027,2132,3845,225,0.487376773262804,0.900088809946714,0.63235064732491,0.643299314037142,4159,0.505407704459837,0.512623226737196,8229
LEGACY,catboost_unweighted,0.16,2010,2015,3962,242,0.499378881987578,0.892539964476021,0.640433328022941,0.662874351681446,4025,0.489123830356058,0.500621118012422,8229
LEGACY,catboost_unweighted,0.17,1994,1911,4066,258,0.510627400768246,0.885435168738899,0.647718044502193,0.680274385143048,3905,0.474541256531778,0.489372599231754,8229
LEGACY,catboost_unweighted,0.18,1975,1815,4162,277,0.521108179419525,0.876998223801066,0.653757034094671,0.69633595449222,3790,0.460566289950176,0.478891820580475,8229
LEGACY,catboost_unweighted,0.19,1958,1730,4247,294,0.530911062906725,0.869449378330373,0.659259259259259,0.710557135686799,3688,0.448171102199538,0.469088937093275,8229
LEGACY,catboost_unweighted,0.2,1941,1656,4321,311,0.539616346955797,0.86190053285968,0.663703197127714,0.722937928726786,3597,0.437112650382793,0.460383653044203,8229
LEGACY,catboost_unweighted,0.21,1922,1578,4399,330,0.549142857142857,0.853463587921847,0.668289290681502,0.735987953822988,3500,0.425325069874833,0.450857142857143,8229
LEGACY,catboost_unweighted,0.22,1905,1513,4464,347,0.557343475716793,0.845914742451154,0.671957671957672,0.74686297473649,3418,0.415360311094908,0.442656524283207,8229
LEGACY,catboost_unweighted,0.23,1888,1453,4524,364,0.565100269380425,0.838365896980462,0.675129626318613,0.756901455579722,3341,0.406003159557662,0.434899730619575,8229
LEGACY,catboost_unweighted,0.24,1876,1412,4565,376,0.570559610705596,0.83303730017762,0.677256317689531,0.763761084155931,3288,0.399562522785272,0.429440389294404,8229
LEGACY,catboost_unweighted,0.25,1867,1365,4612,385,0.577660891089109,0.829040852575488,0.680889861415025,0.771624560816463,3232,0.392757321667274,0.422339108910891,8229
LEGACY,catboost_unweighted,0.26,1850,1317,4660,402,0.58414903694348,0.821492007104796,0.682782801254844,0.779655345491049,3167,0.384858427512456,0.41585096305652,8229
LEGACY,catboost_unweighted,0.27,1839,1268,4709,413,0.591889282265851,0.816607460035524,0.686322075013995,0.787853438179689,3107,0.377567140600316,0.408110717734149,8229
LEGACY,catboost_unweighted,0.28,1816,1222,4755,436,0.597761685319289,0.80639431616341,0.686578449905482,0.795549606826167,3038,0.369182160651355,0.402238314680711,8229
LEGACY,catboost_unweighted,0.29,1792,1174,4803,460,0.604180714767363,0.795737122557726,0.686853200459946,0.803580391500753,2966,0.360432616356787,0.395819285232637,8229
LEGACY,catboost_unweighted,0.3,1779,1139,4838,473,0.609664153529815,0.789964476021314,0.688201160541586,0.809436171992638,2918,0.354599586827075,0.390335846470185,8229
LEGACY,catboost_unweighted,0.31,1762,1095,4882,490,0.616730836541827,0.782415630550622,0.689763163045606,0.816797724611009,2857,0.347186778466399,0.383269163458173,8229
LEGACY,catboost_unweighted,0.32,1749,1060,4917,503,0.622641509433962,0.77664298401421,0.691167753408417,0.822653505102894,2809,0.341353748936687,0.377358490566038,8229
LEGACY,catboost_unweighted,0.33,1726,1017,4960,526,0.629238060517681,0.766429840142096,0.691091091091091,0.829847749707211,2743,0.333333333333333,0.370761939482319,8229
LEGACY,catboost_unweighted,0.34,1711,976,5001,541,0.63676963155936,0.759769094138544,0.692852804211379,0.83670737828342,2687,0.326528132215336,0.36323036844064,8229
LEGACY,catboost_unweighted,0.35,1686,943,5034,566,0.641308482312666,0.74866785079929,0.690842040565458,0.842228542747198,2629,0.319479888200267,0.358691517687334,8229
LEGACY,catboost_unweighted,0.36,1672,922,5055,580,0.644564379336931,0.742451154529307,0.690053652496905,0.845742011042329,2594,0.315226637501519,0.355435620663069,8229
LEGACY,catboost_unweighted,0.37,1653,900,5077,599,0.647473560517039,0.734014209591474,0.688033298647242,0.849422787351514,2553,0.310244258111557,0.352526439482961,8229
LEGACY,catboost_unweighted,0.38,1632,879,5098,620,0.649940262843489,0.724689165186501,0.685282385051438,0.852936255646645,2511,0.305140357273059,0.350059737156511,8229
LEGACY,catboost_unweighted,0.39,1612,859,5118,640,0.652367462565763,0.715808170515098,0.682616980732585,0.856282415927723,2471,0.300279499331632,0.347632537434237,8229
LEGACY,catboost_unweighted,0.4,1599,828,5149,653,0.658838071693449,0.710035523978686,0.683479375935029,0.861468964363393,2427,0.294932555596063,0.341161928306551,8229
LEGACY,catboost_unweighted,0.41,1584,809,5168,668,0.661930631007104,0.703374777975133,0.682023681377826,0.864647816630417,2393,0.29080082634585,0.338069368992896,8229
LEGACY,catboost_unweighted,0.42,1564,795,5182,688,0.662992793556592,0.69449378330373,0.678377792235957,0.866990128827171,2359,0.286669097095637,0.337007206443408,8229
LEGACY,catboost_unweighted,0.43,1547,770,5207,705,0.667673716012085,0.686944937833037,0.677172247756621,0.871172829178518,2317,0.281565196257139,0.332326283987915,8229
LEGACY,catboost_unweighted,0.44,1530,756,5221,722,0.669291338582677,0.679396092362345,0.674305861613045,0.873515141375272,2286,0.277798031352534,0.330708661417323,8229
LEGACY,catboost_unweighted,0.45,1515,733,5244,737,0.673932384341637,0.672735346358792,0.673333333333333,0.877363225698511,2248,0.273180216308178,0.326067615658363,8229
LEGACY,catboost_unweighted,0.46,1496,716,5261,756,0.676311030741411,0.664298401420959,0.670250896057348,0.880207461937427,2212,0.268805444160894,0.32368896925859,8229
LEGACY,catboost_unweighted,0.47,1483,696,5281,769,0.680587425424507,0.658525754884547,0.669374858948319,0.883553622218504,2179,0.264795236359217,0.319412574575493,8229
LEGACY,catboost_unweighted,0.48,1466,681,5296,786,0.682813227759665,0.650976909413854,0.666515117072062,0.886063242429312,2147,0.260906550006076,0.317186772240335,8229
LEGACY,catboost_unweighted,0.49,1449,661,5316,803,0.686729857819905,0.643428063943162,0.664374140302613,0.88940940271039,2110,0.256410256410256,0.313270142180095,8229
LEGACY,catboost_unweighted,0.5,1424,645,5332,828,0.688255195746738,0.632326820603908,0.659106688266605,0.892086330935252,2069,0.251427877020294,0.311744804253262,8229
LEGACY,catboost_unweighted,0.51,1411,626,5351,841,0.692685321551301,0.626554174067496,0.657962228957799,0.895265183202275,2037,0.247539190667153,0.307314678448699,8229
LEGACY,catboost_unweighted,0.52,1402,613,5364,850,0.695781637717122,0.622557726465364,0.657136161237403,0.897440187384976,2015,0.244865718799368,0.304218362282878,8229
LEGACY,catboost_unweighted,0.53,1384,605,5372,868,0.695827048768225,0.614564831261101,0.652676255600094,0.898778651497407,1989,0.241706161137441,0.304172951231775,8229
LEGACY,catboost_unweighted,0.54,1372,593,5384,880,0.698218829516539,0.609236234458259,0.650699549442732,0.900786347666053,1965,0.238789646372585,0.301781170483461,8229
LEGACY,catboost_unweighted,0.55,1352,579,5398,900,0.700155359917141,0.600355239786856,0.646426010040641,0.903128659862807,1931,0.234657917122372,0.299844640082859,8229
LEGACY,catboost_unweighted,0.56,1333,555,5422,919,0.70603813559322,0.591918294849023,0.643961352657005,0.9071440522001,1888,0.229432494835338,0.29396186440678,8229
LEGACY,catboost_unweighted,0.57,1312,541,5436,940,0.708041014570966,0.58259325044405,0.639220462850183,0.909486364396855,1853,0.22517924413659,0.291958985429034,8229
LEGACY,catboost_unweighted,0.58,1298,522,5455,954,0.713186813186813,0.576376554174068,0.637524557956778,0.912665216663878,1820,0.221169036334913,0.286813186813187,8229
LEGACY,catboost_unweighted,0.59,1274,508,5469,978,0.714927048260382,0.565719360568384,0.631631135349529,0.915007528860632,1782,0.216551221290558,0.285072951739618,8229
LEGACY,catboost_unweighted,0.6,1260,499,5478,992,0.716316088686754,0.559502664298401,0.628272251308901,0.916513300987117,1759,0.213756227974237,0.283683911313246,8229
LEGACY,catboost_unweighted,0.61,1247,482,5495,1005,0.721226142278774,0.553730017761989,0.626475759859332,0.919357537226033,1729,0.210110584518167,0.278773857721226,8229
LEGACY,catboost_unweighted,0.62,1228,470,5507,1024,0.723203769140165,0.545293072824156,0.621772151898734,0.92136523339468,1698,0.206343419613562,0.276796230859835,8229
LEGACY,catboost_unweighted,0.63,1209,453,5524,1043,0.727436823104693,0.536856127886323,0.617782319877363,0.924209469633595,1662,0.201968647466278,0.272563176895307,8229
LEGACY,catboost_unweighted,0.64,1188,435,5542,1064,0.731977818853974,0.52753108348135,0.613161290322581,0.927221013886565,1623,0.197229310973387,0.268022181146026,8229
LEGACY,catboost_unweighted,0.65,1166,424,5553,1086,0.733333333333333,0.517761989342806,0.606975533576262,0.929061402041158,1590,0.19321910317171,0.266666666666667,8229
LEGACY,catboost_unweighted,0.66,1143,412,5565,1109,0.735048231511254,0.507548845470693,0.600472813238771,0.931069098209804,1555,0.188965852472961,0.264951768488746,8229
LEGACY,catboost_unweighted,0.67,1127,400,5577,1125,0.738048461034709,0.50044404973357,0.59645408838317,0.933076794378451,1527,0.185563251913963,0.261951538965291,8229
LEGACY,catboost_unweighted,0.68,1113,390,5587,1139,0.740518962075848,0.494227353463588,0.592809587217044,0.934749874518989,1503,0.182646737149107,0.259481037924152,8229
LEGACY,catboost_unweighted,0.69,1080,380,5597,1172,0.73972602739726,0.479573712255773,0.581896551724138,0.936422954659528,1460,0.177421314862073,0.26027397260274,8229
LEGACY,catboost_unweighted,0.7,1058,373,5604,1194,0.739343116701607,0.469804618117229,0.574531631821884,0.937594110757905,1431,0.173897192854539,0.260656883298393,8229
